id,link,progress,status_code,status_abbreviation,note,extracted_date
35,https://medlineplus.gov/genetics/condition/cerebral-autosomal-dominant-arteriopathy-with-subcortical-infarcts-and-leukoencephalopathy,extracted,200,,,
36,https://medlineplus.gov/genetics/condition/x-linked-immunodeficiency-with-magnesium-defect-epstein-barr-virus-infection-and-neoplasia,extracted,200,,,
37,https://medlineplus.gov/genetics/condition/leukoencephalopathy-with-brainstem-and-spinal-cord-involvement-and-lactate-elevation,extracted,200,,,
38,https://medlineplus.gov/genetics/condition/inclusion-body-myopathy-with-early-onset-paget-disease-and-frontotemporal-dementia,extracted,200,,,
39,https://medlineplus.gov/genetics/condition/hypomyelination-with-brainstem-and-spinal-cord-involvement-and-leg-spasticity,extracted,200,,,
40,https://medlineplus.gov/genetics/condition/naegeli-franceschetti-jadassohn-syndrome-dermatopathia-pigmentosa-reticularis,extracted,200,,,
41,https://medlineplus.gov/genetics/condition/leukoencephalopathy-with-thalamus-and-brainstem-involvement-and-high-lactate,extracted,200,,,
42,https://medlineplus.gov/genetics/condition/polycystic-lipomembranous-osteodysplasia-with-sclerosing-leukoencephalopathy,extracted,200,,,
43,https://medlineplus.gov/genetics/condition/hereditary-angiopathy-with-nephropathy-aneurysms-and-muscle-cramps-syndrome,extracted,200,,,
44,https://medlineplus.gov/genetics/condition/adult-onset-leukoencephalopathy-with-axonal-spheroids-and-pigmented-glia,extracted,200,,,
45,https://medlineplus.gov/genetics/condition/mitochondrial-encephalomyopathy-lactic-acidosis-and-stroke-like-episodes,extracted,200,,,
46,https://medlineplus.gov/genetics/condition/congenital-deafness-with-labyrinthine-aplasia-microtia-and-microdontia,extracted,200,,,
47,https://medlineplus.gov/genetics/condition/immune-dysregulation-polyendocrinopathy-enteropathy-x-linked-syndrome,extracted,200,,,
48,https://medlineplus.gov/genetics/condition/fbxl4-related-encephalomyopathic-mitochondrial-dna-depletion-syndrome,extracted,200,,,
49,https://medlineplus.gov/genetics/condition/congenital-adrenal-hyperplasia-due-to-11-beta-hydroxylase-deficiency,extracted,200,,,
50,https://medlineplus.gov/genetics/condition/retinal-arterial-macroaneurysm-with-supravalvular-pulmonic-stenosis,extracted,200,,,
51,https://medlineplus.gov/genetics/condition/alveolar-capillary-dysplasia-with-misalignment-of-pulmonary-veins,extracted,200,,,
52,https://medlineplus.gov/genetics/condition/mpv17-related-hepatocerebral-mitochondrial-dna-depletion-syndrome,extracted,200,,,
53,https://medlineplus.gov/genetics/condition/megalencephaly-polymicrogyria-polydactyly-hydrocephalus-syndrome,extracted,200,,,
54,https://medlineplus.gov/genetics/condition/myopathy-with-deficiency-of-iron-sulfur-cluster-assembly-enzyme,extracted,200,,,
55,https://medlineplus.gov/genetics/condition/tk2-related-mitochondrial-dna-depletion-syndrome-myopathic-form,extracted,200,,,
56,https://medlineplus.gov/genetics/condition/autoimmune-polyendocrinopathy-candidiasis-ectodermal-dystrophy,extracted,200,,,
57,https://medlineplus.gov/genetics/condition/t-cell-immunodeficiency-congenital-alopecia-and-nail-dystrophy,extracted,200,,,
58,https://medlineplus.gov/genetics/condition/plcg2-associated-antibody-deficiency-and-immune-dysregulation,extracted,200,,,
59,https://medlineplus.gov/genetics/condition/autosomal-dominant-cerebellar-ataxia-deafness-and-narcolepsy,extracted,200,,,
60,https://medlineplus.gov/genetics/condition/spondyloepiphyseal-dysplasia-with-marked-metaphyseal-changes,extracted,200,,,
61,https://medlineplus.gov/genetics/condition/ankyloblepharon-ectodermal-defects-cleft-lip-palate-syndrome,extracted,200,,,
62,https://medlineplus.gov/genetics/condition/mitochondrial-membrane-protein-associated-neurodegeneration,extracted,200,,,
63,https://medlineplus.gov/genetics/condition/spinal-muscular-atrophy-with-progressive-myoclonic-epilepsy,extracted,200,,,
64,https://medlineplus.gov/genetics/condition/alpha-thalassemia-x-linked-intellectual-disability-syndrome,extracted,200,,,
65,https://medlineplus.gov/genetics/condition/prickle1-related-progressive-myoclonus-epilepsy-with-ataxia,extracted,200,,,
66,https://nei.nih.gov/learn-about-eye-health/eye-conditions-and-diseases/anophthalmia-and-microphthalmia,extracted,200,,,
67,https://medlineplus.gov/genetics/condition/tumor-necrosis-factor-receptor-associated-periodic-syndrome,extracted,200,,,
68,https://medlineplus.gov/genetics/condition/sudden-infant-death-with-dysgenesis-of-the-testes-syndrome,extracted,200,,,
69,https://medlineplus.gov/genetics/condition/capillary-malformation-arteriovenous-malformation-syndrome,extracted,200,,,
70,https://medlineplus.gov/genetics/condition/megalencephalic-leukoencephalopathy-with-subcortical-cysts,extracted,200,,,
71,https://medlineplus.gov/genetics/condition/mitochondrial-neurogastrointestinal-encephalopathy-disease,extracted,200,,,
72,https://medlineplus.gov/genetics/condition/autosomal-dominant-tubulointerstitial-kidney-disease-umod,extracted,200,,,
73,https://medlineplus.gov/genetics/condition/megacystis-microcolon-intestinal-hypoperistalsis-syndrome,extracted,200,,,
74,https://medlineplus.gov/genetics/condition/channelopathy-associated-congenital-insensitivity-to-pain,extracted,200,,,
75,https://medlineplus.gov/genetics/condition/familial-encephalopathy-with-neuroserpin-inclusion-bodies,extracted,200,,,
76,https://medlineplus.gov/genetics/condition/autosomal-recessive-spastic-ataxia-of-charlevoix-saguenay,extracted,200,,,
77,https://medlineplus.gov/genetics/condition/autosomal-recessive-congenital-stationary-night-blindness,extracted,200,,,
78,https://medlineplus.gov/genetics/condition/microcephalic-osteodysplastic-primordial-dwarfism-type-ii,extracted,200,,,
79,https://medlineplus.gov/genetics/condition/spinal-muscular-atrophy-with-lower-extremity-predominance,extracted,200,,,
80,https://medlineplus.gov/genetics/condition/spinal-muscular-atrophy-with-respiratory-distress-type-1,extracted,200,,,
81,https://medlineplus.gov/genetics/condition/blepharophimosis-ptosis-and-epicanthus-inversus-syndrome,extracted,200,,,
82,https://medlineplus.gov/genetics/condition/autosomal-recessive-axonal-neuropathy-with-neuromyotonia,extracted,200,,,
83,https://medlineplus.gov/genetics/condition/autosomal-dominant-leukodystrophy-with-autonomic-disease,extracted,200,,,
84,https://medlineplus.gov/genetics/condition/ohdo-syndrome-say-barber-biesecker-young-simpson-variant,extracted,200,,,
85,https://medlineplus.gov/genetics/condition/hereditary-neuropathy-with-liability-to-pressure-palsies,extracted,200,,,
86,https://medlineplus.gov/genetics/condition/autosomal-dominant-congenital-stationary-night-blindness,extracted,200,,,
87,https://medlineplus.gov/genetics/condition/spondyloepiphyseal-dysplasia-with-metatarsal-shortening,extracted,200,,,
88,https://medlineplus.gov/genetics/condition/anophthalmia-microphthalmia-esophageal-atresia-syndrome,extracted,200,,,
89,https://medlineplus.gov/genetics/condition/short-branched-chain-acyl-coa-dehydrogenase-deficiency,extracted,200,,,
90,https://medlineplus.gov/genetics/condition/congenital-cataracts-facial-dysmorphism-and-neuropathy,extracted,200,,,
91,https://medlineplus.gov/genetics/condition/infantile-onset-ascending-hereditary-spastic-paralysis,extracted,200,,,
92,https://medlineplus.gov/genetics/condition/anhidrotic-ectodermal-dysplasia-with-immune-deficiency,extracted,200,,,
93,https://medlineplus.gov/genetics/condition/complete-plasminogen-activator-inhibitor-1-deficiency,extracted,200,,,
94,https://medlineplus.gov/genetics/condition/catecholaminergic-polymorphic-ventricular-tachycardia,extracted,200,,,
95,https://medlineplus.gov/genetics/condition/autosomal-dominant-sleep-related-hypermotor-epilepsy,extracted,200,,,
96,https://medlineplus.gov/genetics/condition/spondyloenchondrodysplasia-with-immune-dysregulation,extracted,200,,,
97,https://medlineplus.gov/genetics/condition/phosphoribosylpyrophosphate-synthetase-superactivity,extracted,200,,,
98,https://medlineplus.gov/genetics/condition/hepatic-veno-occlusive-disease-with-immunodeficiency,extracted,200,,,
99,https://rarediseases.info.nih.gov/diseases/19062/x-linked-neurodegenerative-syndrome-hamel-type,failed,,,extraction_failed,
100,https://medlineplus.gov/genetics/condition/suclg1-related-mitochondrial-dna-depletion-syndrome,extracted,200,,,
101,https://medlineplus.gov/genetics/condition/hereditary-sensory-and-autonomic-neuropathy-type-ie,extracted,200,,,
102,https://medlineplus.gov/genetics/condition/sting-associated-vasculopathy-with-onset-in-infancy,extracted,200,,,
103,https://medlineplus.gov/genetics/condition/sucla2-related-mitochondrial-dna-depletion-syndrome,extracted,200,,,
104,https://medlineplus.gov/genetics/condition/multiple-cutaneous-and-mucosal-venous-malformations,extracted,200,,,
105,https://medlineplus.gov/genetics/condition/beta-propeller-protein-associated-neurodegeneration,extracted,200,,,
106,https://medlineplus.gov/genetics/condition/fatty-acid-hydroxylase-associated-neurodegeneration,extracted,200,,,
107,https://medlineplus.gov/genetics/condition/hereditary-sensory-and-autonomic-neuropathy-type-ii,extracted,200,,,
108,https://medlineplus.gov/genetics/condition/autosomal-dominant-epilepsy-with-auditory-features,extracted,200,,,
109,https://medlineplus.gov/genetics/condition/hereditary-sensory-and-autonomic-neuropathy-type-v,extracted,200,,,
110,https://medlineplus.gov/genetics/condition/familial-acute-myeloid-leukemia-with-mutated-cebpa,extracted,200,,,
111,https://medlineplus.gov/genetics/condition/fragile-x-associated-primary-ovarian-insufficiency,extracted,200,,,
112,https://medlineplus.gov/genetics/condition/constitutional-mismatch-repair-deficiency-syndrome,extracted,200,,,
113,https://medlineplus.gov/genetics/condition/hereditary-myopathy-with-early-respiratory-failure,extracted,200,,,
114,https://medlineplus.gov/genetics/condition/17-beta-hydroxysteroid-dehydrogenase-3-deficiency,extracted,200,,,
115,https://medlineplus.gov/genetics/condition/epilepsy-of-infancy-with-migrating-focal-seizures,extracted,200,,,
116,https://medlineplus.gov/genetics/condition/6q24-related-transient-neonatal-diabetes-mellitus,extracted,200,,,
117,https://medlineplus.gov/genetics/condition/thiamine-responsive-megaloblastic-anemia-syndrome,extracted,200,,,
118,https://medlineplus.gov/genetics/condition/succinyl-coa3-ketoacid-coa-transferase-deficiency,extracted,200,,,
119,https://medlineplus.gov/genetics/condition/multicentric-osteolysis-nodulosis-and-arthropathy,extracted,200,,,
120,https://medlineplus.gov/genetics/condition/familial-thoracic-aortic-aneurysm-and-dissection,extracted,200,,,
121,https://medlineplus.gov/genetics/condition/horizontal-gaze-palsy-with-progressive-scoliosis,extracted,200,,,
122,https://medlineplus.gov/genetics/condition/nonbullous-congenital-ichthyosiform-erythroderma,extracted,200,,,
123,https://medlineplus.gov/genetics/condition/microphthalmia-with-linear-skin-defects-syndrome,extracted,200,,,
124,https://medlineplus.gov/genetics/condition/congenital-bilateral-absence-of-the-vas-deferens,extracted,200,,,
125,https://medlineplus.gov/genetics/condition/congenital-anomalies-of-kidney-and-urinary-tract,extracted,200,,,
126,https://medlineplus.gov/genetics/condition/hypochromic-microcytic-anemia-with-iron-overload,extracted,200,,,
127,https://medlineplus.gov/genetics/condition/congenital-insensitivity-to-pain-with-anhidrosis,extracted,200,,,
128,https://medlineplus.gov/genetics/condition/autosomal-recessive-congenital-methemoglobinemia,extracted,200,,,
129,https://medlineplus.gov/genetics/condition/pantothenate-kinase-associated-neurodegeneration,extracted,200,,,
130,https://medlineplus.gov/genetics/condition/biotin-thiamine-responsive-basal-ganglia-disease,extracted,200,,,
131,https://medlineplus.gov/genetics/condition/pdgfrb-associated-chronic-eosinophilic-leukemia,extracted,200,,,
132,https://medlineplus.gov/genetics/condition/pdgfra-associated-chronic-eosinophilic-leukemia,extracted,200,,,
133,https://medlineplus.gov/genetics/condition/leukoencephalopathy-with-vanishing-white-matter,extracted,200,,,
134,https://medlineplus.gov/genetics/condition/slc4a1-associated-distal-renal-tubular-acidosis,extracted,200,,,
135,https://medlineplus.gov/genetics/condition/inherited-thyroxine-binding-globulin-deficiency,extracted,200,,,
136,https://medlineplus.gov/genetics/condition/combined-oxidative-phosphorylation-deficiency-1,extracted,200,,,
137,https://medlineplus.gov/genetics/condition/arrhythmogenic-right-ventricular-cardiomyopathy,extracted,200,,,
138,https://medlineplus.gov/genetics/condition/jak3-deficient-severe-combined-immunodeficiency,extracted,200,,,
139,https://medlineplus.gov/genetics/condition/hereditary-leiomyomatosis-and-renal-cell-cancer,extracted,200,,,
140,https://medlineplus.gov/genetics/condition/succinic-semialdehyde-dehydrogenase-deficiency,extracted,200,,,
141,https://medlineplus.gov/genetics/condition/riboflavin-transporter-deficiency-neuronopathy,extracted,200,,,
142,https://medlineplus.gov/genetics/condition/x-linked-lissencephaly-with-abnormal-genitalia,extracted,200,,,
143,https://medlineplus.gov/genetics/condition/zap70-related-severe-combined-immunodeficiency,extracted,200,,,
144,https://medlineplus.gov/genetics/condition/familial-cold-autoinflammatory-syndrome-type-2,extracted,200,,,
145,https://medlineplus.gov/genetics/condition/megalencephaly-capillary-malformation-syndrome,extracted,200,,,
146,https://medlineplus.gov/genetics/condition/aromatic-l-amino-acid-decarboxylase-deficiency,extracted,200,,,
147,https://medlineplus.gov/genetics/condition/3-beta-hydroxysteroid-dehydrogenase-deficiency,extracted,200,,,
148,https://medlineplus.gov/genetics/condition/x-linked-intellectual-disability-siderius-type,extracted,200,,,
149,https://medlineplus.gov/genetics/condition/early-onset-myopathy-with-fatal-cardiomyopathy,extracted,200,,,
150,https://medlineplus.gov/genetics/condition/x-linked-congenital-stationary-night-blindness,extracted,200,,,
151,https://medlineplus.gov/genetics/condition/catsper1-related-nonsyndromic-male-infertility,extracted,200,,,
152,https://medlineplus.gov/genetics/condition/short-chain-acyl-coa-dehydrogenase-deficiency,extracted,200,,,
153,https://medlineplus.gov/genetics/condition/microcephaly-seizures-and-developmental-delay,extracted,200,,,
154,https://medlineplus.gov/genetics/condition/arginineglycine-amidinotransferase-deficiency,extracted,200,,,
155,https://medlineplus.gov/genetics/condition/generalized-arterial-calcification-of-infancy,extracted,200,,,
156,https://medlineplus.gov/genetics/condition/deafness-dystonia-optic-neuronopathy-syndrome,extracted,200,,,
157,https://medlineplus.gov/genetics/condition/familial-paroxysmal-nonkinesigenic-dyskinesia,extracted,200,,,
158,https://medlineplus.gov/genetics/condition/guanidinoacetate-methyltransferase-deficiency,extracted,200,,,
159,https://medlineplus.gov/genetics/condition/46xx-testicular-difference-of-sex-development,extracted,200,,,
160,https://medlineplus.gov/genetics/condition/dyserythropoietic-anemia-and-thrombocytopenia,extracted,200,,,
161,https://medlineplus.gov/genetics/condition/progressive-familial-intrahepatic-cholestasis,extracted,200,,,
162,https://medlineplus.gov/genetics/condition/erythrokeratodermia-variabilis-et-progressiva,extracted,200,,,
163,https://medlineplus.gov/genetics/condition/hyperphosphatemic-familial-tumoral-calcinosis,extracted,200,,,
164,https://medlineplus.gov/genetics/condition/cytogenetically-normal-acute-myeloid-leukemia,extracted,200,,,
165,https://medlineplus.gov/genetics/condition/autosomal-dominant-optic-atrophy-and-cataract,extracted,200,,,
166,https://medlineplus.gov/genetics/condition/grn-related-frontotemporal-lobar-degeneration,extracted,200,,,
167,https://medlineplus.gov/genetics/condition/esophageal-atresia-tracheoesophageal-fistula,extracted,200,,,
168,https://medlineplus.gov/genetics/condition/frontotemporal-dementia-with-parkinsonism-17,extracted,200,,,
169,https://medlineplus.gov/genetics/condition/slc35a2-congenital-disorder-of-glycosylation,extracted,200,,,
170,https://medlineplus.gov/genetics/condition/mecp2-related-severe-neonatal-encephalopathy,extracted,200,,,
171,https://medlineplus.gov/genetics/condition/autosomal-recessive-cerebellar-ataxia-type-1,extracted,200,,,
172,https://medlineplus.gov/genetics/condition/microcephaly-capillary-malformation-syndrome,extracted,200,,,
173,https://medlineplus.gov/genetics/condition/mandibulofacial-dysostosis-with-microcephaly,extracted,200,,,
174,https://medlineplus.gov/genetics/condition/autosomal-dominant-vitreoretinochoroidopathy,extracted,200,,,
175,https://medlineplus.gov/genetics/condition/adenine-phosphoribosyltransferase-deficiency,extracted,200,,,
176,https://medlineplus.gov/genetics/condition/developmental-and-epileptic-encephalopathy-1,extracted,200,,,
177,https://medlineplus.gov/genetics/condition/adenosine-monophosphate-deaminase-deficiency,extracted,200,,,
178,https://medlineplus.gov/genetics/condition/multiple-mitochondrial-dysfunctions-syndrome,extracted,200,,,
179,https://medlineplus.gov/genetics/condition/congenital-bile-acid-synthesis-defect-type-2,extracted,200,,,
180,https://medlineplus.gov/genetics/condition/ngly1-congenital-disorder-of-deglycosylation,extracted,200,,,
181,https://medlineplus.gov/genetics/condition/congenital-bile-acid-synthesis-defect-type-1,extracted,200,,,
182,https://medlineplus.gov/genetics/condition/genetic-epilepsy-with-febrile-seizures-plus,extracted,200,,,
183,https://medlineplus.gov/genetics/condition/neutral-lipid-storage-disease-with-myopathy,extracted,200,,,
184,https://medlineplus.gov/genetics/condition/histiocytosis-lymphadenopathy-plus-syndrome,extracted,200,,,
185,https://medlineplus.gov/genetics/condition/klinefelter-syndrome?utm_source=chatgpt.com,extracted,200,,,
186,https://medlineplus.gov/genetics/condition/mbd5-associated-neurodevelopmental-disorder,extracted,200,,,
187,https://medlineplus.gov/genetics/condition/17-alpha-hydroxylase-17-20-lyase-deficiency,extracted,200,,,
188,https://medlineplus.gov/genetics/condition/x-linked-spondyloepiphyseal-dysplasia-tarda,extracted,200,,,
189,https://medlineplus.gov/genetics/condition/srd5a3-congenital-disorder-of-glycosylation,extracted,200,,,
190,https://medlineplus.gov/genetics/condition/familial-hemophagocytic-lymphohistiocytosis,extracted,200,,,
191,https://medlineplus.gov/genetics/condition/fragile-x-associated-tremor-ataxia-syndrome,extracted,200,,,
192,https://medlineplus.gov/genetics/condition/congenital-central-hypoventilation-syndrome,extracted,200,,,
193,https://medlineplus.gov/genetics/condition/combined-malonic-and-methylmalonic-aciduria,extracted,200,,,
194,https://medlineplus.gov/genetics/condition/dilated-cardiomyopathy-with-ataxia-syndrome,extracted,200,,,
195,https://medlineplus.gov/genetics/condition/corticosteroid-binding-globulin-deficiency,extracted,200,,,
196,https://medlineplus.gov/genetics/condition/crouzon-syndrome-with-acanthosis-nigricans,extracted,200,,,
197,https://medlineplus.gov/genetics/condition/scn8a-related-epilepsy-with-encephalopathy,extracted,200,,,
198,https://medlineplus.gov/genetics/condition/core-binding-factor-acute-myeloid-leukemia,extracted,200,,,
199,https://medlineplus.gov/genetics/condition/familial-focal-epilepsy-with-variable-foci,extracted,200,,,
200,https://medlineplus.gov/genetics/condition/alpha-n-acetylgalactosaminidase-deficiency,extracted,200,,,
201,https://medlineplus.gov/genetics/condition/lmna-related-congenital-muscular-dystrophy,extracted,200,,,
202,https://medlineplus.gov/genetics/condition/foxp2-related-speech-and-language-disorder,extracted,200,,,
203,https://medlineplus.gov/genetics/condition/hypomagnesemia-with-secondary-hypocalcemia,extracted,200,,,
204,https://medlineplus.gov/genetics/condition/methylmalonic-acidemia-with-homocystinuria,extracted,200,,,
205,https://medlineplus.gov/genetics/condition/alg12-congenital-disorder-of-glycosylation,extracted,200,,,
206,https://medlineplus.gov/genetics/condition/familial-paroxysmal-kinesigenic-dyskinesia,extracted,200,,,
207,https://medlineplus.gov/genetics/condition/epidermolysis-bullosa-with-pyloric-atresia,extracted,200,,,
208,https://medlineplus.gov/genetics/condition/myoclonic-epilepsy-myopathy-sensory-ataxia,extracted,200,,,
209,https://medlineplus.gov/genetics/condition/grin2b-related-neurodevelopmental-disorder,extracted,200,,,
210,https://medlineplus.gov/genetics/condition/dihydropyrimidine-dehydrogenase-deficiency,extracted,200,,,
211,https://medlineplus.gov/genetics/condition/3-hydroxyacyl-coa-dehydrogenase-deficiency,extracted,200,,,
212,https://medlineplus.gov/genetics/condition/x-linked-infantile-spinal-muscular-atrophy,extracted,200,,,
213,https://medlineplus.gov/genetics/condition/distal-hereditary-motor-neuropathy-type-ii,extracted,200,,,
214,https://medlineplus.gov/genetics/condition/maternally-inherited-diabetes-and-deafness,extracted,200,,,
215,https://medlineplus.gov/genetics/condition/alg1-congenital-disorder-of-glycosylation,extracted,200,,,
216,https://medlineplus.gov/genetics/condition/pgm3-congenital-disorder-of-glycosylation,extracted,200,,,
217,https://medlineplus.gov/genetics/condition/dolk-congenital-disorder-of-glycosylation,extracted,200,,,
218,https://medlineplus.gov/genetics/condition/myoclonic-epilepsy-with-ragged-red-fibers,extracted,200,,,
219,https://medlineplus.gov/genetics/condition/phosphoglycerate-dehydrogenase-deficiency,extracted,200,,,
220,https://medlineplus.gov/genetics/condition/dihydrolipoamide-dehydrogenase-deficiency,extracted,200,,,
221,https://medlineplus.gov/genetics/condition/thiopurine-s-methyltransferase-deficiency,extracted,200,,,
222,https://medlineplus.gov/genetics/condition/chronic-atrial-and-intestinal-dysrhythmia,extracted,200,,,
223,https://medlineplus.gov/genetics/condition/alg6-congenital-disorder-of-glycosylation,extracted,200,,,
224,https://medlineplus.gov/genetics/condition/glutamate-formiminotransferase-deficiency,extracted,200,,,
225,https://medlineplus.gov/genetics/condition/pmm2-congenital-disorder-of-glycosylation,extracted,200,,,
226,https://medlineplus.gov/genetics/condition/distal-hereditary-motor-neuropathy-type-v,extracted,200,,,
227,https://medlineplus.gov/genetics/condition/x-linked-severe-combined-immunodeficiency,extracted,200,,,
228,https://medlineplus.gov/genetics/condition/cog5-congenital-disorder-of-glycosylation,extracted,200,,,
229,https://medlineplus.gov/genetics/condition/benign-recurrent-intrahepatic-cholestasis,extracted,200,,,
230,https://medlineplus.gov/genetics/condition/cytochrome-p450-oxidoreductase-deficiency,extracted,200,,,
231,https://medlineplus.gov/genetics/condition/col4a1-related-brain-small-vessel-disease,extracted,200,,,
232,https://medlineplus.gov/genetics/condition/hereditary-paraganglioma-pheochromocytoma,extracted,200,,,
233,https://medlineplus.gov/genetics/condition/north-american-indian-childhood-cirrhosis,extracted,200,,,
234,https://medlineplus.gov/genetics/condition/familial-male-limited-precocious-puberty,extracted,200,,,
235,https://medlineplus.gov/genetics/condition/attention-deficit-hyperactivity-disorder,extracted,200,,,
236,https://medlineplus.gov/genetics/condition/congenital-sucrase-isomaltase-deficiency,extracted,200,,,
237,https://medlineplus.gov/genetics/condition/primary-macronodular-adrenal-hyperplasia,extracted,200,,,
238,https://medlineplus.gov/genetics/condition/noonan-syndrome-with-multiple-lentigines,extracted,200,,,
239,https://medlineplus.gov/genetics/condition/nonsyndromic-congenital-nail-disorder-10,extracted,200,,,
240,https://medlineplus.gov/genetics/condition/x-linked-sideroblastic-anemia-and-ataxia,extracted,200,,,
241,https://medlineplus.gov/genetics/condition/lissencephaly-with-cerebellar-hypoplasia,extracted,200,,,
242,https://medlineplus.gov/genetics/condition/pelizaeus-merzbacher-like-disease-type-1,extracted,200,,,
243,https://medlineplus.gov/genetics/condition/childhood-myocerebrohepatopathy-spectrum,extracted,200,,,
244,https://medlineplus.gov/genetics/condition/alpha-methylacyl-coa-racemase-deficiency,extracted,200,,,
245,https://medlineplus.gov/genetics/condition/autosomal-recessive-primary-microcephaly,extracted,200,,,
246,https://medlineplus.gov/genetics/condition/gyrate-atrophy-of-the-choroid-and-retina,extracted,200,,,
247,https://medlineplus.gov/genetics/condition/cul3-related-neurodevelopmental-disorder,extracted,200,,,
248,https://medlineplus.gov/genetics/condition/dopamine-transporter-deficiency-syndrome,extracted,200,,,
249,https://medlineplus.gov/genetics/condition/autoimmune-lymphoproliferative-syndrome,extracted,200,,,
250,https://medlineplus.gov/genetics/condition/syngap1-related-intellectual-disability,extracted,200,,,
251,https://medlineplus.gov/genetics/condition/thrombocytopenia-absent-radius-syndrome,extracted,200,,,
252,https://medlineplus.gov/genetics/condition/hypomyelination-and-congenital-cataract,extracted,200,,,
253,https://medlineplus.gov/genetics/condition/pyridoxal-phosphate-responsive-seizures,extracted,200,,,
254,https://medlineplus.gov/genetics/condition/isobutyryl-coa-dehydrogenase-deficiency,extracted,200,,,
255,https://medlineplus.gov/genetics/condition/acute-necrotizing-encephalopathy-type-1,extracted,200,,,
256,https://medlineplus.gov/genetics/condition/spondylocarpotarsal-synostosis-syndrome,extracted,200,,,
257,https://medlineplus.gov/genetics/condition/corticosterone-methyloxidase-deficiency,extracted,200,,,
258,https://medlineplus.gov/genetics/condition/action-myoclonus-renal-failure-syndrome,extracted,200,,,
259,https://medlineplus.gov/genetics/condition/mayer-rokitansky-kuster-hauser-syndrome,extracted,200,,,
260,https://medlineplus.gov/genetics/condition/cryopyrin-associated-periodic-syndromes,extracted,200,,,
261,https://medlineplus.gov/genetics/condition/lacrimo-auriculo-dento-digital-syndrome,extracted,200,,,
262,https://medlineplus.gov/genetics/condition/primary-localized-cutaneous-amyloidosis,extracted,200,,,
263,https://medlineplus.gov/genetics/condition/ppp2r5d-related-intellectual-disability,extracted,200,,,
264,https://medlineplus.gov/genetics/condition/progressive-pseudorheumatoid-dysplasia,extracted,200,,,
265,https://medlineplus.gov/genetics/condition/facioscapulohumeral-muscular-dystrophy,extracted,200,,,
266,https://medlineplus.gov/genetics/condition/hivep2-related-intellectual-disability,extracted,200,,,
