link,id,source_file,link_hash,category
https://medlineplus.gov/druginfo/meds/a698007.html,,Breast Health.pdf,9113f2a17a44cebc29a8d2b7df9843e435d99d3efdcff920332ec43412ed6166,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC11927646,,Breast Health.pdf,2a68d05a7d51a7c67e80222f1fa23e70d6001f5835c08e39ceee92ece8399b96,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC10131028,,Breast Health.pdf,c645143004ae82e0d3563284a30fe33e77070abc2a338acd7934cedfb77e48c9,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC11415589,,Breast Health.pdf,afe7816c841ff3dcec6457cf5e3b8fe8a7df3aa33fc515b8ec364e8bf0d1f494,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC10202205,,Breast Health.pdf,7d0cba00dc598bfdc09eadccf91ebd347dc2c7345a6b55687deecf1c532620e0,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC10331689,,Breast Health.pdf,e44b530c027ee58feda2f516921b52c396adf20a415cdb171d9c6f324ad7de73,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC10110831,,Breast Health.pdf,eb6e618afb47bd59b9039a9366acd88dfc6952d4338bb8d5a63042250dab9e8f,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC10596062,,Breast Health.pdf,279fb7168547279522e79c892f54c9302f26321106b0363146ceb2c4cbbb6434,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC11188865,,Breast Health.pdf,c577e695da3c7c728ddc8b6f836b0276ce9e5166eb9a05ff102f76563e337e40,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC10326422,,Breast Health.pdf,ddf9065ac977ee658db481185e1f1b965cfcd95614b36adf8c18933a490b2140,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC10839862,,Breast Health.pdf,5fe09dcaebf5ee530f1eac82bfa31928d766649a55979c62a6c0f2dedc46ffa2,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC11952851,,Breast Health.pdf,02e34ff8ca9bf03df059a6826fbe563076e3f154db94144da6eb644f3fe2d0a8,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC6560815,,Breast Health.pdf,66e92e1f4f8f44f9657702fad65ff080b4a7f5ba99112d9de4c392b1d8b617a4,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC4952020,,Breast Health.pdf,d9e7a81f9f9f201183ce68b373501ef566a6a39cd9fd2ee3804b0fe8192452e0,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC9142711,,Breast Health.pdf,21790673638d644b789958c35a5abebe8b1cf80c035172b5c66b94c5a432ded6,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC7388926,,Breast Health.pdf,c6ae95c006ad1e9f6b19c8a5e2e0be27294be28457697fd9652562907bb96da7,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC4356184,,Breast Health.pdf,21cdb343094b72b45f963d1fe92d1fd760f4731ee86d1494032049786ddb0a76,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC7144719,,Breast Health.pdf,950d28c8118951ae12ba8aebc4f8fecb37fe8258cf25d3cdb645bcaa9492cca5,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC3689547,,Breast Health.pdf,f4ecc1191ab7dfa977a95c780af3105375d988c2e4a7ecdcbdc5ff5241516781,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC4324293,,Breast Health.pdf,09f39ceef85a583b4c4248c8d1854262d692e958bfe575284a9f40598501ee8d,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC9316476,,Breast Health.pdf,ce9aee696ea5a911de2ea2111a537d4390b8900accf98848cf0a4491214451a4,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC4820337,,Breast Health.pdf,6848cb518f41309d99f6e28454cf72c2a948efcd22c6b0c5809993bca10fbba9,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC6948085,,Breast Health.pdf,86d24a25ab4f23a54349d11bd823f96bd13970cd3471be343500cd3ab91f5711,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC5737403,,Breast Health.pdf,bffe019b16494c52a9dcc5bcbbdc8894275806dca479732af181d6ad3ae24aaf,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC7237065,,Breast Health.pdf,4c6080c0bf0188827012afbd4ac65dcc61ef6e401678f348f67e3c1f4723f5c6,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC5841603,,Breast Health.pdf,a169a54a78f9b3cade0d0aae917bd030942d8d4e74a606e7921d36533c789c17,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC8570450,,Breast Health.pdf,c41d3dd0a13126e665741c52870cb9da0ba1bcfe77ae792be4c11759f28cf83a,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC4347900,,Breast Health.pdf,fd998716fb712c6caec2d0e9e1e3fc1f3da09d8644e492e95d61e899468b1aba,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC5803680,,Breast Health.pdf,92fb67f2dc4b4a245fec228273b8fef621c6011b819df08c8d4482e64adaa453,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC4181680,,Breast Health.pdf,47cf85455e4502468447b881afd323b1af175772b7ed729af06d8dddd9cda86e,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC4831582,,Breast Health.pdf,e5299969fa046a6d341e9d03e3dbac87374b266e6377db6b5683cc61fed751c8,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC9892026,,Breast Health.pdf,80c2a266f15817096548a515bcc24e6190849cdfd2b6d4f644882e2adc78b693,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC5351470,,Breast Health.pdf,21b0f20273fd2876213fd084ed26f750da8600012c283ba3dc364e478d1d98a8,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC6682953,,Breast Health.pdf,3d390991c77626ee14f6640bdb5bd80cab92306004c2d9d6d75ee3e906b406b8,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC1557716,,Breast Health.pdf,2b58cb41c85a9238dacbc1f2283d1c7228377648e4ac8da4c68bb8c9aa739c08,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC7465810,,Breast Health.pdf,4d3a380d0e31fdc4ea045425b57392c6d982063f2cae2f1cefcb0782438dcdea,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC6092150,,Breast Health.pdf,d52f4f0fdaac2fa13802c869bb5c7acb621b1b9d1b2d9195f7fc450d9bb7fe31,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC1571528,,Breast Health.pdf,10b8f914932f41006821de2d41b48c56b46cb3c3cf175791ec1d7b0b09259b47,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC6794703,,Breast Health.pdf,400749b00aa87aa613ca85cb6896174c2c8fde1dbe8dd68adf91469e5f4ac088,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC5583527,,Breast Health.pdf,fa816459895301330b8a0092a113e30fd04a734d8830f738a716a3fd9e4df207,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC4716863,,Breast Health.pdf,09f5f0be8409e14cc0e10869970526785fbab68b455f226a55ed389ca3078d08,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC9731505,,Breast Health.pdf,24fc757608c086c99d36bc97ea8b6106ad33b981700ac3cef84dc6e8ee4e8104,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC8318653,,Breast Health.pdf,da7ebf4636df3943bd5a1497f514bc2b0bb18d433108808e85991ccc44d77563,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC3303420,,Breast Health.pdf,8b036029e65513ec10cdd15cc4285d5563ed9d18b0a288eaeb899fee2768efb1,uncategorized
https://medlineplus.gov/ency/article/001490.htm,,Breast Health.pdf,06eb8aab4582b7930f8016559f2838221ea247ca899e97240b49285e0553d32e,uncategorized
https://medlineplus.gov/ency/article/003165.htm,,Breast Health.pdf,d533d247fe828ece5bd760aa75117586dadadd4158067685f076d2d7209a6835,uncategorized
https://medlineplus.gov/ency/article/003152.htm,,Breast Health.pdf,318d02bde8511afb8c36c7f99d6034ccb5222ae888db603aee56c6c1330a7a4e,uncategorized
https://medlineplus.gov/lab-tests/breast-biopsy,,Breast Health.pdf,54dd2601e0f0f7213286141c15375fa1a5905c634165d486c9add709a8a586ac,uncategorized
https://medlineplus.gov/ency/article/001515.htm,,Breast Health.pdf,54ad99a648f780d55e25e388243966a50cbf9c5ddf4e3d44c9c265de0f2e5aaa,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC400666,,Breast Health.pdf,139ac7967087092dbbd2e07979020e1acd07cf833b9d520332a377ce90412936,uncategorized
https://cancer.gov/types/breast/ibc-fact-sheet,,Breast Health.pdf,96668c34e2bd1a6988521bae6cca04e41f27f782e9b1325f5b7099bf2e9b1d89,uncategorized
https://ncbi.nlm.nih.gov/sites/books/NBK430938,,Breast Health.pdf,2b320fb5dd732f5255f465c25f2c82b5ca4a2a92108d514363193b3915cc8d84,uncategorized
https://medlineplus.gov/breastcancer.html,,Breast Health.pdf,688df9e2f042ada2ac0ac80a17bedaac8ce6f1372b1df935f6c8aafcda1e9dc4,uncategorized
https://ncbi.nlm.nih.gov/books/NBK557782,,Breast Health.pdf,130c4044a15e6eab1bde54a818b74ec4dd490ad8b3a1b9e97f30c3a48d254a36,uncategorized
https://ncbi.nlm.nih.gov/books/NBK482286,,Breast Health.pdf,7d49d5d5bd0ae2bc9730936d1fc2d1e64f9e35722ad25f51625ac4062222a76e,uncategorized
https://ncbi.nlm.nih.gov/books/NBK279105,,Breast Health.pdf,429e2e3c0a801c6fabc9b4fe9c95164414a519bdf9d0d97993af5632d33596b2,uncategorized
https://ncbi.nlm.nih.gov/books/NBK535345,,Breast Health.pdf,dbbcfb32d53ef831a48e98dd6c42d184c287ad01c43072e713987cbae3d01d5e,uncategorized
https://ncbi.nlm.nih.gov/books/NBK562244,,Breast Health.pdf,1426599ad0b0259529ffb1dfa39604f772643a3cc71a48dbffc5448087b2adac,uncategorized
https://ncbi.nlm.nih.gov/books/NBK470317,,Breast Health.pdf,5bc2c886cc61184fdf9f9ffa7ba160edc841d54ad75c989f632f550d4bee0e18,uncategorized
https://pubmed.ncbi.nlm.nih.gov/29413653,,Breast Health.pdf,c9a218ace0655f99906f8d57e1633218a5a34e27dc7b5244dd4bdd5977b7fd4b,uncategorized
https://ncbi.nlm.nih.gov/books/NBK519539,,Breast Health.pdf,fd92ac61d026f8deb9a183ef160dc7d4b0f2886b38d1a068ccf7d6dfcba0175e,uncategorized
https://ncbi.nlm.nih.gov/books/NBK470258,,Breast Health.pdf,9610611db39e3d72dec770a03db1c520ba929233aa02c73a53436a0db2c62ab6,uncategorized
https://ncbi.nlm.nih.gov/books/NBK559310,,Breast Health.pdf,3328a9f80b80aa372c35de7e98f7b774659b3940b416dfb26189038e3ce6800e,uncategorized
https://ncbi.nlm.nih.gov/books/NBK551609,,Breast Health.pdf,169c09d9e8446f5bf7557f0920f1901787579a5f75fb56e5f53e2f7479316281,uncategorized
https://nhs.uk/symptoms/nipple-discharge,,Breast Health.pdf,375c060002e7d1fac25233c494148bde0a4761b7fb775b8aaee6dad98d2d9e23,uncategorized
https://ncbi.nlm.nih.gov/books/NBK563228,,Breast Health.pdf,be21303e0ac257f2c610a2e2f1b0bd80fef80811c04939962eb60e62319b7f26,uncategorized
https://ncbi.nlm.nih.gov/books/NBK567766,,Breast Health.pdf,879e817b48adcca73dac6d1959fe190430693fa935b852e1fbcdd3e101416759,uncategorized
https://ncbi.nlm.nih.gov/books/NBK557665,,Breast Health.pdf,db3f813d3e6eb344fd9b92b8c3e5f88ceb20cb17f8487379cdc656152361f5e6,uncategorized
https://ncbi.nlm.nih.gov/books/NBK565846,,Breast Health.pdf,cdc94975b6fefad01dcd67cca486b4990253c96de327cf8698b063f503cfeb9e,uncategorized
https://ncbi.nlm.nih.gov/books/NBK459122,,Breast Health.pdf,539c2d00168c697ad38b89aadd0302f78afde90c9a7c6b2f16f69b75f1250cc9,uncategorized
https://ncbi.nlm.nih.gov/books/NBK541138,,Breast Health.pdf,46a170d4250816da76065ade6b029e983484b520657c7dd23a9193b7cc74537e,uncategorized
https://ncbi.nlm.nih.gov/books/NBK564324,,Breast Health.pdf,b6522245ae868c797cab0e1c97f087d3b050d832d005b13290af5ebdb77d8cfd,uncategorized
https://pubmed.ncbi.nlm.nih.gov/41134473,,Breast Health.pdf,29acab5b2c50769214c37b95b7625f796ea8aa1522ef5eed3e48518f41fb6dbe,uncategorized
https://ncbi.nlm.nih.gov/books/NBK562195,,Breast Health.pdf,0486dcbc9a5428e467b31fcc2602ba6efdc021fac498ee5514f9536db838906c,uncategorized
https://ncbi.nlm.nih.gov/books/NBK542191,,Breast Health.pdf,ccd9a4157c7acc53892cc5a34382f31f286b177e819f01cc0f4198a715916d40,uncategorized
https://pubmed.ncbi.nlm.nih.gov/7708878,,Breast Health.pdf,52e05af6d329f1be6f4ce757fd720fd1167afb58fe7087dd1e801b4fc6cd9524,uncategorized
https://ncbi.nlm.nih.gov/books/NBK13081,,Breast Health.pdf,475ac5012a096d37e482daaad6cf96bee06d6b46f8d0ad588137a0e923f90846,uncategorized
https://ncbi.nlm.nih.gov/medgen/429802,,Breast Health.pdf,7114ff9a185c32cf5703a192c4d95e18121b09dd10d0486a75f7af2962ca4f06,uncategorized
https://ncbi.nlm.nih.gov/books/NBK277,,Breast Health.pdf,ccec4de749e05503da09e7cbb714d57bf2919fc03d498ccd28c33d7f6f47529f,uncategorized
https://nhs.uk/symptoms/breast-pain,,Breast Health.pdf,27b47aa3992f38028b52d45d9a078b897216b7c58805501083d19c12eff60436,uncategorized
https://cancer.gov/pediatric-adult-rare-tumor/rare-tumors/rare-vascular-tumors/epithelioid-hemangioendothelioma,,Cardiovascular System.pdf,d440236b742ce748a5063f0144bd4fb71db5704dc82cd0eff1cf18f8e8c6bc9a,uncategorized
https://cancer.gov/pediatric-adult-rare-tumor/rare-tumors/rare-vascular-tumors/kaposiform-hemangioendothelioma,,Cardiovascular System.pdf,8522e584bf13562edc89f484d12a8ffa07b7a40025384c03f30e2b73793907c0,uncategorized
https://cancer.gov/pediatric-adult-rare-tumor/rare-tumors/rare-vascular-tumors/angiosarcoma,,Cardiovascular System.pdf,b877bc5569726f38f0af6da384d06ac4a6019698c4f76602519fe1e561cc90c3,uncategorized
https://ninds.nih.gov/health-information/disorders/arteriovenous-malformations-avms,,Cardiovascular System.pdf,201464f887aacb1213d62995dd758c372872f53428f67b33bd91cefc3c3a1a05,uncategorized
https://training.seer.cancer.gov/anatomy/cardiovascular/blood/classification.html,,Cardiovascular System.pdf,d70c8abcb9bbc8cc68a8f24e0ecdfbb569b31b3261988bee35653ec0e36e507f,uncategorized
https://training.seer.cancer.gov/anatomy/cardiovascular/heart/physiology.html,,Cardiovascular System.pdf,475f9066f7778e1d52c51439462b0c6ce1f9962ad99f582220270e96b2faafd6,uncategorized
https://training.seer.cancer.gov/anatomy/cardiovascular/blood/physiology.html,,Cardiovascular System.pdf,685dc74253c7aedbd607dbb58a0d43f9cbe3226d4f4bda2983066052f42d7118,uncategorized
https://training.seer.cancer.gov/anatomy/cardiovascular/heart/structure.html,,Cardiovascular System.pdf,c2f29a783f59f72f0c260fcc661a76ebb1b9033d1f4979694818267d90a4b86e,uncategorized
https://training.seer.cancer.gov/anatomy/cardiovascular/blood/pathways.html,,Cardiovascular System.pdf,adcc676b6ff6b58083e88a94f0c832d050f4dba3456e646e8ede849331587d31,uncategorized
https://training.seer.cancer.gov/anatomy/cardiovascular/review.html,,Cardiovascular System.pdf,5dff1bc66bc7a09491aa226e6609aa413ff759ff10919ffca5fd88dd6da0d397,uncategorized
https://medlineplus.gov/genetics/condition/short-qt-syndrome,,Cardiovascular System.pdf; Chromosomal conditions.pdf; Unified Tes - References - Cardiovascular System.pdf,c24f3e8b29a26131201394f00ba6e426ab202873758460bfb83c9bc5c8f3945e,uncategorized
https://nhlbi.nih.gov/health/heart-valve-diseases/pregnancy,,Cardiovascular System.pdf,c8d10b7711e09ec240cfdaa99bc2a429d3c858af728ece5c3ff226f7ddffbeaf,uncategorized
https://nhlbi.nih.gov/health/aortic-aneurysm/living-with,,Cardiovascular System.pdf,cf217ec6ed1cc3276fc64deefc708ba5a1da7144482bfa53cc2e18499afcf05d,uncategorized
https://nhlbi.nih.gov/health/atherosclerosis/prevention,,Cardiovascular System.pdf,88e11bb50ef3ee06a4e6b16c1f067be2b11945f79472c077b98bf6bf85216db6,uncategorized
https://nhlbi.nih.gov/health/atherosclerosis/treatment,,Cardiovascular System.pdf,285183317d22e961ea6df5ebdad357e4061371fc31a71825d3b4f9728203a5be,uncategorized
https://nhlbi.nih.gov/health/atherosclerosis/diagnosis,,Cardiovascular System.pdf,ebb448b0fb91ccf26393064db14cd83f9343667cfd325d24e9847b288a9d6c6a,uncategorized
https://nhlbi.nih.gov/health/atherosclerosis/causes,,Cardiovascular System.pdf,76f547a8e7716008a994caea835732d1832653ebb3495e140d998ee64b548d88,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC10541285,,Cardiovascular System.pdf,5425df4788c46689e9d2d43ea445f6dff493bfe28398dc0ebaf93079309afa0a,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC11224996,,Cardiovascular System.pdf,0c5d16c8456538aeffc80134f34f23c49e9273e651999f4f24b02ca476fed7ca,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC10224078,,Cardiovascular System.pdf,7de92c4612ca0cf062e19b0b08abaed44f2386e0cd507f2af981932bc90abfb7,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC10336185,,Cardiovascular System.pdf,cd79e16304be0ea4cf162cdd007f16bab877e7c749b2d3789769d23c3ee38ff0,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC12230845,,Cardiovascular System.pdf,3d2a8f292659380860556f86a07a18bc649b2e32422342234696df48793ca847,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC10320808,,Cardiovascular System.pdf,7c354cbe22a99f7abfcae6c37325a66499a283127ddc28cd4fc62bf7e662214b,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC11266805,,Cardiovascular System.pdf,8cced9d974ebc0e550faf00e801b85147f5c652c4cd6ef42092f085de2a8e7c2,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC12060909,,Cardiovascular System.pdf,e715811c2ab47a879ec7a78c6c548ca6d096d000f78e973a2fc03a417b0af7a7,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC10142366,,Cardiovascular System.pdf,6774a1942817a184b3ff714c71c9a672ea32d6c00ca64754bc7f9db771d0298e,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC10758995,,Cardiovascular System.pdf,b76f857503a32be0efc5298fae321d4ce7391dbd30a9ab5d5c37c568b8e69249,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC5494422,,Cardiovascular System.pdf,2d0273226b61f9d05271719826012a2ff3add2395c7b7d6ce8138ace377dec7b,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC5814111,,Cardiovascular System.pdf,e8009a7343c04c589d7168f7c47e9f475f17f3074cf9b1046cd6730c0c79e406,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC9250986,,Cardiovascular System.pdf,1693ae80b47f09dd6da35aa3bb4c5bd6c00b2738fb6223bcd8523cf6a114e39b,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC9122084,,Cardiovascular System.pdf,dcf5dd659cb3fd098e47c170403b9216296482550934821e1f20b18deb5e4a2a,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC6964178,,Cardiovascular System.pdf,54fc4f1dea25a7fbe0ddfb6d136697eb37a5b9cfb82d876e921446222503e288,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC5951175,,Cardiovascular System.pdf,37c70a51849261c48ba2a9d8814851dc0d1595b7f614b5951ce8f7dedc8557b7,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC6932094,,Cardiovascular System.pdf,fe73ec8d3dc98b5246b44837687559df0d63dc31cca636f4d7d4fc1e16ed3f18,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC7293869,,Cardiovascular System.pdf,9b88b7a48438c7d9f7321f7e8ecfcb39d850d806bfae8f151a070e51a4e496a6,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC7169033,,Cardiovascular System.pdf,6028df7ac36366aa2adc3afb22b87eeff97841d0f14deb56f5d6012dfbd046ac,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC5778510,,Cardiovascular System.pdf,69c3490d126bc4ca91c40430eaf99abb0b36a22fc5038bfb27aa27ba254f8006,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC5602197,,Cardiovascular System.pdf,80858658b2322fd20c2bf221e16d4a43aa2100b97db14a255240688815fc7854,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC6368429,,Cardiovascular System.pdf,5ed65a6991525a6b74b7bf522b9377f85b62dbf07bb8dd0fa05b51923cca8814,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC7225445,,Cardiovascular System.pdf,decf896a42284280510fa256e7f599add07fa1177223e8d0a7e7a2f737f1f5d9,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC8970581,,Cardiovascular System.pdf,9daef673301e7144d940785f1cbc3e1f46417a83171984053688abc532096342,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC2801958,,Cardiovascular System.pdf,acb491a8d6e376adec0d2b0033882e8ab6fc2e756b8d72dded66eeff0a128903,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC2878263,,Cardiovascular System.pdf,89707d0a6af145baa5bba4fca7aaeb0a902015a84a642db3dc346d7a41d21a79,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC9405799,,Cardiovascular System.pdf,dc01c453122d116287ecb24bafcf2dc9831a47e3134ed9b27c0ed0d6846b748e,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC2861980,,Cardiovascular System.pdf,476b9f1e8d19b310197757f644043f7cd8d5fb75f20199aac08b15d4cf1af2c6,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC4078200,,Cardiovascular System.pdf,15c9d4ed490700b2f0ee04a41c920d5753f217f1ab25c832776315fb82f28304,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC4804623,,Cardiovascular System.pdf,7921688eda4ebceb9928450d86236ace9b7196020cd835551a7b956cd29cb1c6,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC6126259,,Cardiovascular System.pdf,8859f7ff6cdefcce1d1e5017252d008f2bfe1d71ee66afe9cbc0eae82e26fa79,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC6023278,,Cardiovascular System.pdf,8e2e602ce9d8a518f496c533ef52e0036b1714709e8e91d0ce8a03377e937570,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC4711567,,Cardiovascular System.pdf,ccd484d1152378e89c50b851a6f4a80340243b3d9d9a0590822c36f139394e01,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC7288848,,Cardiovascular System.pdf,c0c9703a5724383d68f8beb60d89f0195889e7dc74a62a828346b02fac7a94f1,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC3232519,,Cardiovascular System.pdf,f3c1d6026be5c4f466545f9ae38bd1011230a755246ac4a826d9accb42a8c2d9,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC1860728,,Cardiovascular System.pdf,5effe42676c34c3a1141d52b7e6e5de05bd4a1fd4346e3a99a346e0151059f6f,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC6719677,,Cardiovascular System.pdf,fa5b29f4759e1223d4fef22303ba579bc65b2d03b0c90793b89f33279c9631b3,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC8954705,,Cardiovascular System.pdf,54b5a5e9a9dec9c841338f0d55cf3d2b7983cc03b52b4e0e74530f95aeb94389,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC3036282,,Cardiovascular System.pdf,ae54c286378fa85e99c0784350b0d2705025df3421c7e9e01ec3640d8b185665,uncategorized
https://pmc.ncbi.nlm.nih.gov/articles/PMC5522718,,Cardiovascular System.pdf,55eef9ebb288f9076069d133f6b1625540ceac2dd950ad46b3b5b0350ce4c4e0,uncategorized
