id,link,status,working,status_code,status_abbreviation
23,https://pmc.ncbi.nlm.nih.gov/articles/PMC8289470,yet,Non-article,403,Forbidden
24,https://pmc.ncbi.nlm.nih.gov/articles/PMC11395432,yet,Non-article,403,Forbidden
25,https://pmc.ncbi.nlm.nih.gov/articles/PMC10998004,yet,Non-article,403,Forbidden
26,https://pmc.ncbi.nlm.nih.gov/articles/PMC11858358,yet,Non-article,403,Forbidden
27,https://medlineplus.gov/triglycerides.html,extracted,article,200,OK
28,https://pmc.ncbi.nlm.nih.gov/articles/PMC3064759,yet,Non-article,403,Forbidden
29,https://pmc.ncbi.nlm.nih.gov/articles/PMC7770610,yet,Non-article,403,Forbidden
30,https://pmc.ncbi.nlm.nih.gov/articles/PMC6938588,yet,Non-article,403,Forbidden
31,https://medlineplus.gov/genetics/condition/fbxl4-related-encephalomyopathic-,yet,Non-article,404,Not Found
32,https://medlineplus.gov/genetics/condition/osteoglophonic-dysplasia,extracted,article,200,OK
33,https://medlineplus.gov/genetics/condition/keratitis-ichthyosis-deafness-syndrome,extracted,article,200,OK
34,https://medlineplus.gov/genetics/condition/combined-pituitary-hormone-deficiency,extracted,article,200,OK
35,https://medlineplus.gov/genetics/condition/liddle-syndrome,extracted,article,200,OK
36,https://medlineplus.gov/genetics/condition/spinal-muscular-atrophy-with-respiratory-distress-type-1,extracted,article,200,OK
37,https://medlineplus.gov/genetics/condition/autosomal-recessive-hypotrichosis,extracted,article,200,OK
38,https://medlineplus.gov/genetics/condition/myhre-syndrome,extracted,article,200,OK
39,https://medlineplus.gov/genetics/condition/3q29-microdeletion-syndrome,extracted,article,200,OK
40,https://medlineplus.gov/genetics/condition/chronic-atrial-and-intestinal-dysrhyt,yet,Non-article,404,Not Found
41,https://ncbi.nlm.nih.gov/books/NBK1445,extracted,article,200,OK
42,https://medlineplus.gov/genetics/condition/dicer1-syndrome,extracted,article,200,OK
43,https://medlineplus.gov/genetics/condition/leukoencephalopathy-with-thalamu,yet,Non-article,404,Not Found
44,https://medlineplus.gov/genetics/condition/white-sponge-nevus,extracted,article,200,OK
45,https://medlineplus.gov/genetics/condition/glutamate-formiminotransferase-deficiency,extracted,article,200,OK
46,https://medlineplus.gov/genetics/condition/sepiapterin-reductase-deficiency,extracted,article,200,OK
47,https://medlineplus.gov/genetics/condition/ppp2r5d-related-intellectual-disabili,yet,Non-article,404,Not Found
48,https://medlineplus.gov/genetics/condition/trichohepatoenteric-syndrome,extracted,article,200,OK
49,https://medlineplus.gov/genetics/condition/amish-lethal-microcephaly,extracted,article,200,OK
50,https://medlineplus.gov/genetics/condition/myoclonic-epilepsy-with-ragged-re,yet,Non-article,404,Not Found
51,https://medlineplus.gov/genetics/condition/mandibuloacral-dysplasia,extracted,article,200,OK
52,https://medlineplus.gov/genetics/condition/primary-familial-brain-calcification,extracted,article,200,OK
53,https://medlineplus.gov/genetics/condition/partington-syndrome,extracted,article,200,OK
54,https://medlineplus.gov/genetics/condition/multiple-mitochondrial-dysfunctions-syndrome,extracted,article,200,OK
55,https://medlineplus.gov/genetics/condition/5-alpha-reductase-deficiency,extracted,article,200,OK
56,https://medlineplus.gov/genetics/condition/17-alpha-hydroxylase-17-20-lyase-,yet,Non-article,404,Not Found
57,https://medlineplus.gov/genetics/condition/gitelman-syndrome,extracted,article,200,OK
58,https://medlineplus.gov/genetics/condition/maturity-onset-diabetes-of-the-you,yet,Non-article,404,Not Found
59,https://medlineplus.gov/genetics/condition/walker-warburg-syndrome,extracted,article,200,OK
60,https://medlineplus.gov/genetics/condition/cerebro-facio-thoracic-dysplasia,extracted,article,200,OK
61,https://medlineplus.gov/genetics/condition/benign-recurrent-intrahepatic-chole,yet,Non-article,404,Not Found
62,https://medlineplus.gov/genetics/condition/ataxia-with-vitamin-e-deficiency,extracted,article,200,OK
63,https://ncbi.nlm.nih.gov/books/NBK3822,extracted,article,200,OK
64,https://medlineplus.gov/genetics/condition/dihydropyrimidine-dehydrogenase-deficiency,extracted,article,200,OK
65,https://medlineplus.gov/genetics/condition/mitochondrial-complex-i-deficiency,extracted,article,200,OK
66,https://medlineplus.gov/genetics/condition/juvenile-idiopathic-arthritis,extracted,article,200,OK
67,https://medlineplus.gov/genetics/condition/tumor-necrosis-factor-receptor-ass,yet,Non-article,404,Not Found
68,https://medlineplus.gov/genetics/condition/farber-lipogranulomatosis,extracted,article,200,OK
69,https://medlineplus.gov/genetics/condition/osteoarthritis,extracted,article,200,OK
70,https://medlineplus.gov/genetics/condition/cowden-syndrome,extracted,article,200,OK
71,https://pubmed.ncbi.nlm.nih.gov/19309503,yet,Non-article,403,Forbidden
72,https://pmc.ncbi.nlm.nih.gov/articles/PMC8422252,yet,Non-article,403,Forbidden
73,https://medlineplus.gov/genetics/condition/cav3-related-distal-myopathy,extracted,article,200,OK
74,https://medlineplus.gov/genetics/condition/developmental-and-epileptic-encephalopathy-1,extracted,article,200,OK
75,https://medlineplus.gov/genetics/condition/keratoconus,extracted,article,200,OK
76,https://medlineplus.gov/genetics/condition/hypermanganesemia-with-dystonia,extracted,article,200,OK
77,https://medlineplus.gov/genetics/condition/retinal-arterial-macroaneurysm-with-supravalvular-pulmonic-stenosis,extracted,article,200,OK
78,https://medlineplus.gov/genetics/condition/pitt-hopkins-syndrome,extracted,article,200,OK
79,https://medlineplus.gov/genetics/condition/dopamine-transporter-deficiency-s,yet,Non-article,404,Not Found
80,https://medlineplus.gov/genetics/condition/hidradenitis-suppurativa,extracted,article,200,OK
81,https://medlineplus.gov/genetics/condition/pallister-killian-mosaic-syndrome,extracted,article,200,OK
82,https://medlineplus.gov/genetics/condition/poikiloderma-with-neutropenia,extracted,article,200,OK
83,https://medlineplus.gov/genetics/condition/autoimmune-lymphoproliferative-sy,yet,Non-article,404,Not Found
84,https://medlineplus.gov/genetics/condition/vldlr-associated-cerebellar-hypopla,yet,Non-article,404,Not Found
85,https://ncbi.nlm.nih.gov/books/NBK447920,extracted,article,200,OK
86,https://pmc.ncbi.nlm.nih.gov/articles/PMC1459119,yet,Non-article,403,Forbidden
87,https://medlineplus.gov/genetics/condition/myasthenia-gravis,extracted,article,200,OK
88,https://medlineplus.gov/genetics/condition/amelogenesis-imperfecta,extracted,article,200,OK
89,https://medlineplus.gov/genetics/condition/lyme-disease,extracted,article,200,OK
90,https://medlineplus.gov/genetics/condition/isolated-hyperchlorhidrosis/https://medlineplus.gov/genetics/condition/noonan-syndrome-with-multiple-lentigines,yet,Non-article,404,Not Found
91,https://medlineplus.gov/genetics/condition/proximal-18q-deletion-syndrome,extracted,article,200,OK
92,https://medlineplus.gov/genetics/condition/mitochondrial-complex-i-deficiency,yet,article,200,OK
93,https://medlineplus.gov/genetics/condition/leptin-receptor-deficiency,extracted,article,200,OK
94,https://medlineplus.gov/genetics/condition/schimke-immuno-osseous-dysplasi,yet,Non-article,404,Not Found
95,https://medlineplus.gov/genetics/condition/angelman-syndrome,extracted,article,200,OK
96,https://medlineplus.gov/genetics/condition/ehlers-danlos-syndrome,extracted,article,200,OK
97,https://medlineplus.gov/genetics/condition/inclusion-body-myopathy-with-early-onset-paget-disease-and-frontotemporal-dementia,extracted,article,200,OK
98,https://medlineplus.gov/genetics/condition/arterial-tortuosity-syndrome,extracted,article,200,OK
99,https://medlineplus.gov/genetics/condition/alg12-congenital-disorder-of-glyco,yet,Non-article,404,Not Found
100,https://medlineplus.gov/genetics/condition/complement-component-2-deficien,yet,Non-article,404,Not Found
101,https://medlineplus.gov/genetics/condition/leydig-cell-hypoplasia,extracted,article,200,OK
102,https://medlineplus.gov/genetics/condition/shprintzen-goldberg-syndrome,extracted,article,200,OK
103,https://medlineplus.gov/genetics/condition/familial-glucocorticoid-deficiency,extracted,article,200,OK
104,https://medlineplus.gov/genetics/condition/klinefelter-syndrome?utm_source,extracted,article,200,OK
105,https://medlineplus.gov/genetics/condition/familial-mediterranean-fever,extracted,article,200,OK
106,https://medlineplus.gov/genetics/condition/knobloch-syndrome,extracted,article,200,OK
107,https://medlineplus.gov/genetics/condition/ataxia-telangiectasia,extracted,article,200,OK
108,https://medlineplus.gov/genetics/condition/centronuclear-myopathy,extracted,article,200,OK
109,https://medlineplus.gov/genetics/condition/crouzon-syndrome-with-acanthosis,yet,Non-article,404,Not Found
110,https://medlineplus.gov/genetics/condition/dilated-cardiomyopathy-with-ataxia-syndrome,extracted,article,200,OK
111,https://medlineplus.gov/genetics/condition/alveolar-capillary-dysplasia-with-mi,yet,Non-article,404,Not Found
112,https://medlineplus.gov/genetics/condition/trimethylaminuria,extracted,article,200,OK
113,https://pmc.ncbi.nlm.nih.gov/articles/PMC5461780,yet,Non-article,403,Forbidden
114,https://medlineplus.gov/genetics/condition/uncombable-hair-syndrome,extracted,article,200,OK
115,https://cdc.gov/birth-defects/about/anophthalmia-microphthalmia.html,extracted,article,200,OK
116,https://medlineplus.gov/genetics/condition/x-linked-sideroblastic-anemia-and-ataxia,extracted,article,200,OK
117,https://medlineplus.gov/genetics/condition/hereditary-fibrosing-poikiloderma-with-tendon-contractures-myopathy-and-pulmonary-fibrosis,extracted,article,200,OK
118,https://medlineplus.gov/genetics/condition/autosomal-recessive-congenital-m,yet,Non-article,404,Not Found
119,https://medlineplus.gov/genetics/condition/1q211-microdeletion,extracted,article,200,OK
120,https://medlineplus.gov/genetics/condition/chanarin-dorfman-syndrome,extracted,article,200,OK
121,https://medlineplus.gov/genetics/condition/hutchinson-gilford-progeria-syndrome,extracted,article,200,OK
122,https://medlineplus.gov/genetics/condition/blepharophimosis-ptosis-and-epicanthus-inversus-syndrome,extracted,article,200,OK
123,https://medlineplus.gov/genetics/condition/progressive-familial-intrahepatic-ch,yet,Non-article,404,Not Found
124,https://medlineplus.gov/genetics/condition/rhizomelic-chondrodysplasia-punctata,extracted,article,200,OK
125,https://ncbi.nlm.nih.gov/books/NBK1481,extracted,article,200,OK
126,https://medlineplus.gov/genetics/condition/melanoma,extracted,article,200,OK
127,https://ncbi.nlm.nih.gov/books/NBK513253,extracted,article,200,OK
128,https://ncbi.nlm.nih.gov/books/NBK525916,extracted,article,200,OK
129,https://medlineplus.gov/genetics/condition/darier-disease,extracted,article,200,OK
130,https://medlineplus.gov/genetics/condition/distal-hereditary-motor-neuropathy-type-ii,extracted,article,200,OK
131,https://medlineplus.gov/genetics/condition/norrie-disease,extracted,article,200,OK
132,https://medlineplus.gov/genetics/condition/otopalatodigital-syndrome-type-1,extracted,article,200,OK
133,https://pmc.ncbi.nlm.nih.gov/articles/PMC7136165,yet,Non-article,403,Forbidden
134,https://pmc.ncbi.nlm.nih.gov/articles/PMC7812771,yet,Non-article,403,Forbidden
135,https://ncbi.nlm.nih.gov/books/NBK63582,extracted,article,200,OK
136,https://medlineplus.gov/genetics/condition/catecholaminergic-polymorphic-ventricular-tachycardia,extracted,article,200,OK
137,https://medlineplus.gov/genetics/condition/bap1-tumor-predisposition-syndro,yet,Non-article,404,Not Found
138,https://medlineplus.gov/genetics/condition/hereditary-cerebral-amyloid-angiopathy,extracted,article,200,OK
139,https://medlineplus.gov/genetics/condition/prion-disease,extracted,article,200,OK
140,https://medlineplus.gov/genetics/condition/genetic-epilepsy-with-febrile-seizur,yet,Non-article,404,Not Found
141,https://medlineplus.gov/genetics/condition/canavan-disease,extracted,article,200,OK
142,https://medlineplus.gov/genetics/condition/cul3-related-neurodevelopmental-d,yet,Non-article,404,Not Found
143,https://pubmed.ncbi.nlm.nih.gov/23294109,yet,Non-article,403,Forbidden
144,https://medlineplus.gov/genetics/condition/infantile-onset-spinocerebellar-atax,yet,Non-article,404,Not Found
145,https://medlineplus.gov/genetics/condition/motion-sickness,extracted,article,200,OK
146,https://medlineplus.gov/genetics/condition/trichorhinophalangeal-syndrome-type-i,extracted,article,200,OK
147,https://pmc.ncbi.nlm.nih.gov/articles/PMC3415789,yet,Non-article,403,Forbidden
148,https://medlineplus.gov/genetics/condition/megacystis-microcolon-intestinal-h,yet,Non-article,404,Not Found
149,https://medlineplus.gov/genetics/condition/septo-optic-dysplasia,extracted,article,200,OK
150,https://medlineplus.gov/genetics/condition/cartilage-hair-hypoplasia,extracted,article,200,OK
151,https://ncbi.nlm.nih.gov/books/NBK537300,extracted,article,200,OK
152,https://medlineplus.gov/genetics/condition/fibronectin-glomerulopathy,extracted,article,200,OK
153,https://medlineplus.gov/genetics/condition/hypomyelination-with-brainstem-and-spinal-cord-involvement-and-leg-spasticity,extracted,article,200,OK
154,https://pmc.ncbi.nlm.nih.gov/articles/PMC11737626,yet,Non-article,403,Forbidden
155,https://medlineplus.gov/genetics/condition/irak-4-deficiency,extracted,article,200,OK
156,https://nhs.uk/conditions/edwards-syndrome,extracted,article,200,OK
157,https://ncbi.nlm.nih.gov/books/NBK1156,extracted,article,200,OK
158,https://medlineplus.gov/genetics/condition/46xx-testicular-difference-of-sex-development,extracted,article,200,OK
159,https://medlineplus.gov/genetics/condition/autosomal-recessive-cerebellar-at,yet,Non-article,404,Not Found
160,https://medlineplus.gov/genetics/condition/mcleod-neuroacanthocytosis-syndr,yet,Non-article,404,Not Found
161,https://medlineplus.gov/genetics/condition/glanzmann-thrombasthenia,extracted,article,200,OK
162,https://medlineplus.gov/genetics/condition/nakajo-nishimura-syndrome,extracted,article,200,OK
163,https://medlineplus.gov/genetics/condition/smith-lemli-opitz-syndrome,extracted,article,200,OK
164,https://medlineplus.gov/genetics/condition/dihydrolipoamide-dehydrogenase-,yet,Non-article,404,Not Found
165,https://rarediseases.info.nih.gov/diseases/19062/x-linked-neurodegenerative-syndrome-hamel-type,yet,article,200,OK
166,https://medlineplus.gov/genetics/condition/manitoba-oculotrichoanal-syndrome,extracted,article,200,OK
167,https://ncbi.nlm.nih.gov/books/NBK575793,extracted,article,200,OK
168,https://pmc.ncbi.nlm.nih.gov/articles/PMC4433400,yet,Non-article,403,Forbidden
169,https://ncbi.nlm.nih.gov/books/NBK1402,extracted,article,200,OK
170,https://ncbi.nlm.nih.gov/books/NBK1459,extracted,article,200,OK
171,https://medlineplus.gov/genetics/condition/infantile-onset-ascending-hereditar,yet,Non-article,404,Not Found
172,https://medlineplus.gov/genetics/condition/congenital-bile-acid-synthesis-defect-type-2,extracted,article,200,OK
173,https://medlineplus.gov/genetics/condition/kniest-dysplasia,extracted,article,200,OK
174,https://medlineplus.gov/genetics/condition/9q223-microdeletion,extracted,article,200,OK
175,https://medlineplus.gov/genetics/condition/juvenile-myoclonic-epilepsy,extracted,article,200,OK
176,https://medlineplus.gov/genetics/condition/naegeli-franceschetti-jadassohn-syndrome-dermatopathia-pigmentosa-reticularis,extracted,article,200,OK
177,https://medlineplus.gov/genetics/condition/anencephaly,extracted,article,200,OK
178,https://medlineplus.gov/genetics/condition/multiple-cutaneous-and-mucosal-v,yet,Non-article,404,Not Found
179,https://medlineplus.gov/genetics/condition/familial-atrial-fibrillation,extracted,article,200,OK
180,https://medlineplus.gov/genetics/condition/myopathy-with-deficiency-of-iron-sulfur-cluster-assembly-enzyme,extracted,article,200,OK
181,https://medlineplus.gov/genetics/condition/smith-magenis-syndrome,extracted,article,200,OK
182,https://ncbi.nlm.nih.gov/books/NBK1249,extracted,article,200,OK
183,https://medlineplus.gov/genetics/condition/hereditary-cerebral-amyloid-angiop,yet,Non-article,404,Not Found
184,https://medlineplus.gov/genetics/condition/hereditary-hypophosphatemic-rickets,extracted,article,200,OK
185,https://medlineplus.gov/genetics/condition/isolated-duane-retraction-syndrome,extracted,article,200,OK
186,https://medlineplus.gov/genetics/condition/3-hydroxyacyl-coa-dehydrogenase,yet,Non-article,404,Not Found
187,https://medlineplus.gov/genetics/condition/thiamine-responsive-megaloblastic,yet,Non-article,404,Not Found
188,https://medlineplus.gov/genetics/condition/marfan-syndrome,extracted,article,200,OK
189,https://medlineplus.gov/genetics/condition/aldosterone-producing-adenoma,extracted,article,200,OK
190,https://medlineplus.gov/genetics/condition/congenital-central-hypoventilation-,yet,Non-article,404,Not Found
191,https://medlineplus.gov/genetics/condition/familial-acute-myeloid-leukemia-with-mutated-cebpa,extracted,article,200,OK
192,https://medlineplus.gov/genetics/condition/dentatorubral-pallidoluysian-atroph,yet,Non-article,404,Not Found
193,https://ncbi.nlm.nih.gov/books/NBK442004,extracted,article,200,OK
194,https://medlineplus.gov/genetics/condition/lmna-related-congenital-muscular-,yet,Non-article,404,Not Found
195,https://pmc.ncbi.nlm.nih.gov/articles/PMC11084724,yet,Non-article,403,Forbidden
196,https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-4,extracted,article,200,OK
197,https://medlineplus.gov/genetics/condition/idiopathic-infantile-hypercalcemia,extracted,article,200,OK
198,https://medlineplus.gov/genetics/condition/arginine-vasopressin-deficiency,extracted,article,200,OK
199,https://medlineplus.gov/genetics/condition/adermatoglyphia,extracted,article,200,OK
200,https://medlineplus.gov/genetics/condition/hashimotos-disease,extracted,article,200,OK
201,https://medlineplus.gov/genetics/condition/nonsyndromic-aplasia-cutis-conge,yet,Non-article,404,Not Found
202,https://medlineplus.gov/genetics/condition/short-chain-acyl-coa-dehydrogenase-deficiency,extracted,article,200,OK
203,https://medlineplus.gov/genetics/condition/plcg2-associated-antibody-deficiency-and-immune-dysregulation,extracted,article,200,OK
204,https://pmc.ncbi.nlm.nih.gov/articles/PMC10605349,yet,Non-article,403,Forbidden
205,https://medlineplus.gov/genetics/condition/x-linked-dystonia-parkinsonism,extracted,article,200,OK
206,https://rarediseases.info.nih.gov/diseases/5676/48xxxy-syndrome,yet,article,200,OK
207,https://medlineplus.gov/genetics/condition/familial-cold-autoinflammatory-syndrome-type-2,extracted,article,200,OK
208,https://medlineplus.gov/genetics/condition/vacterl-association,extracted,article,200,OK
209,https://ncbi.nlm.nih.gov/books/NBK570597,extracted,article,200,OK
210,https://pmc.ncbi.nlm.nih.gov/articles/PMC11316693,yet,Non-article,403,Forbidden
211,https://medlineplus.gov/genetics/condition/slc35a2-congenital-disorder-of-glycosylation,extracted,article,200,OK
212,https://medlineplus.gov/genetics/condition/spinocerebellar-ataxia-type-3,extracted,article,200,OK
213,https://medlineplus.gov/genetics/condition/campomelic-dysplasia,extracted,article,200,OK
214,https://medlineplus.gov/genetics/condition/metatropic-dysplasia,extracted,article,200,OK
215,https://medlineplus.gov/genetics/condition/phenylketonuria,extracted,article,200,OK
216,https://medlineplus.gov/genetics/condition/paramyotonia-congenita,extracted,article,200,OK
217,https://medlineplus.gov/genetics/condition/adenine-phosphoribosyltransferase-deficiency,extracted,article,200,OK
218,https://medlineplus.gov/genetics/condition/ohdo-syndrome-maat-kievit-brunne,yet,Non-article,404,Not Found
219,https://medlineplus.gov/genetics/condition/x-linked-chondrodysplasia-punctat,yet,Non-article,404,Not Found
220,https://medlineplus.gov/genetics/condition/congenital-diaphragmatic-hernia,extracted,article,200,OK
221,https://medlineplus.gov/genetics/condition/myoclonic-epilepsy-myopathy-sensory-ataxia,extracted,article,200,OK
222,https://medlineplus.gov/genetics/condition/maffucci-syndrome,extracted,article,200,OK
223,https://medlineplus.gov/genetics/condition/autosomal-recessive-hypotrichosis,yet,article,200,OK
224,https://medlineplus.gov/genetics/condition/megalencephalic-leukoencephalopathy-with-subcortical-cysts,extracted,article,200,OK
225,https://medlineplus.gov/genetics/condition/stac3-disorder,extracted,article,200,OK
226,https://medlineplus.gov/genetics/condition/x-linked-spondyloepiphyseal-dysplasia-tarda,extracted,article,200,OK
227,https://medlineplus.gov/genetics/condition/leukoencephalopathy-with-vanishing-white-matter,extracted,article,200,OK
228,https://medlineplus.gov/genetics/condition/myoclonic-epilepsy-myopathy-sens,yet,Non-article,404,Not Found
229,https://medlineplus.gov/genetics/condition/atypical-hemolytic-uremic-syndrome,extracted,article,200,OK
230,https://medlineplus.gov/genetics/condition/platyspondylic-dysplasia-torrance-t,yet,Non-article,404,Not Found
231,https://medlineplus.gov/genetics/condition/gne-myopathy,extracted,article,200,OK
232,https://medlineplus.gov/genetics/condition/alagille-syndrome,extracted,article,200,OK
233,https://medlineplus.gov/genetics/condition/beta-ketothiolase-deficiency,extracted,article,200,OK
234,https://medlineplus.gov/genetics/condition/dystrophic-epidermolysis-bullosa,extracted,article,200,OK
235,https://medlineplus.gov/genetics/condition/encephalocraniocutaneous-lipomatosis,extracted,article,200,OK
236,https://medlineplus.gov/genetics/condition/pelizaeus-merzbacher-like-disease,yet,Non-article,404,Not Found
237,https://medlineplus.gov/genetics/condition/essential-tremor,extracted,article,200,OK
238,https://medlineplus.gov/genetics/condition/ghosal-hematodiaphyseal-dysplasi,yet,Non-article,404,Not Found
239,https://medlineplus.gov/genetics/condition/tarsal-carpal-coalition-syndrome,extracted,article,200,OK
240,https://pmc.ncbi.nlm.nih.gov/articles/PMC9352800,yet,Non-article,403,Forbidden
241,https://medlineplus.gov/genetics/condition/axenfeld-rieger-syndrome,extracted,article,200,OK
242,https://medlineplus.gov/genetics/condition/congenital-generalized-lipodystrop,yet,Non-article,404,Not Found
243,https://medlineplus.gov/genetics/condition/nonketotic-hyperglycinemia,extracted,article,200,OK
244,https://pmc.ncbi.nlm.nih.gov/articles/PMC4782791,yet,Non-article,403,Forbidden
245,https://medlineplus.gov/genetics/condition/rnase-t2-deficient-leukoencephalo,yet,Non-article,404,Not Found
246,https://medlineplus.gov/genetics/condition/sturge-weber-syndrome,extracted,article,200,OK
247,https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-8,extracted,article,200,OK
248,https://medlineplus.gov/genetics/condition/early-onset-myopathy-with-fatal-ca,yet,Non-article,404,Not Found
249,https://medlineplus.gov/genetics/condition/5q-minus-syndrome,extracted,article,200,OK
250,https://medlineplus.gov/genetics/condition/ankyloblepharon-ectodermal-defects-cleft-lip-palate-syndrome,extracted,article,200,OK
251,https://medlineplus.gov/genetics/condition/chmp2b-related-frontotemporal-de,yet,Non-article,404,Not Found
252,https://medlineplus.gov/genetics/condition/autosomal-dominant-leukodystrophy-with-autonomic-disease,extracted,article,200,OK
253,https://ncbi.nlm.nih.gov/books/NBK1878,extracted,article,200,OK
254,https://pmc.ncbi.nlm.nih.gov/articles/PMC6911249,yet,Non-article,403,Forbidden
255,https://medlineplus.gov/genetics/condition/leukoencephalopathy-with-brainste,yet,Non-article,404,Not Found
256,https://medlineplus.gov/genetics/condition/myd88-deficiency,extracted,article,200,OK
257,https://medlineplus.gov/genetics/condition/palmoplantar-keratoderma-with-deafness,extracted,article,200,OK
258,https://medlineplus.gov/genetics/condition/anophthalmia-microphthalmia-eso,yet,Non-article,404,Not Found
259,https://medlineplus.gov/genetics/condition/adenosine-deaminase-2-deficiency,extracted,article,200,OK
260,https://medlineplus.gov/genetics/condition/neutral-lipid-storage-disease-with-,yet,Non-article,404,Not Found
261,https://medlineplus.gov/genetics/condition/idiopathic-pulmonary-fibrosis,extracted,article,200,OK
262,https://medlineplus.gov/genetics/condition/spinocerebellar-ataxia-type-6,extracted,article,200,OK
263,https://medlineplus.gov/genetics/condition/protein-c-deficiency,extracted,article,200,OK
264,https://medlineplus.gov/genetics/condition/complete-plasminogen-activator-in,yet,Non-article,404,Not Found
265,https://medlineplus.gov/genetics/condition/pgm3-congenital-disorder-of-glyco,yet,Non-article,404,Not Found
266,https://medlineplus.gov/genetics/condition/dihydrolipoamide-dehydrogenase-deficiency,extracted,article,200,OK
267,https://medlineplus.gov/genetics/condition/pelizaeus-merzbacher-disease,extracted,article,200,OK
268,https://medlineplus.gov/genetics/condition/beta-propeller-protein-associated-n,yet,Non-article,404,Not Found
269,https://medlineplus.gov/genetics/condition/camurati-engelmann-disease,extracted,article,200,OK
270,https://medlineplus.gov/genetics/condition/microphthalmia-with-linear-skin-defects-syndrome,extracted,article,200,OK
271,https://medlineplus.gov/genetics/condition/familial-restrictive-cardiomyopathy,extracted,article,200,OK
272,https://medlineplus.gov/genetics/condition/3mc-syndrome,extracted,article,200,OK
273,https://medlineplus.gov/genetics/condition/fragile-x-syndrome,extracted,article,200,OK
274,https://pmc.ncbi.nlm.nih.gov/articles/PMC9836924,yet,Non-article,403,Forbidden
275,https://medlineplus.gov/genetics/condition/factor-x-deficiency,extracted,article,200,OK
276,https://medlineplus.gov/genetics/condition/chops-syndrome,extracted,article,200,OK
277,https://medlineplus.gov/genetics/condition/meniere-disease,extracted,article,200,OK
278,https://medlineplus.gov/genetics/condition/epidermolysis-bullosa-with-pyloric-atresia,extracted,article,200,OK
279,https://medlineplus.gov/genetics/condition/hereditary-hemorrhagic-telangiectasia,extracted,article,200,OK
280,https://medlineplus.gov/genetics/condition/lesch-nyhan-syndrome,extracted,article,200,OK
281,https://medlineplus.gov/genetics/condition/lmna-related-congenital-muscular-dystrophy,extracted,article,200,OK
282,https://medlineplus.gov/genetics/condition/riboflavin-transporter-deficiency-neuronopathy,extracted,article,200,OK
283,https://medlineplus.gov/genetics/condition/autosomal-dominant-tubulointerstiti,yet,Non-article,404,Not Found
284,https://pmc.ncbi.nlm.nih.gov/articles/PMC7902511,yet,Non-article,403,Forbidden
285,https://medlineplus.gov/genetics/condition/primary-localized-cutaneous-amylo,yet,Non-article,404,Not Found
286,https://medlineplus.gov/genetics/condition/north-american-indian-childhood-cirrhosis,extracted,article,200,OK
287,https://medlineplus.gov/genetics/condition/hypochromic-microcytic-anemia-wi,yet,Non-article,404,Not Found
288,https://medlineplus.gov/genetics/condition/aicardi-syndrome,extracted,article,200,OK
289,https://medlineplus.gov/genetics/condition/congenital-insensitivity-to-pain-with,yet,Non-article,404,Not Found
290,https://medlineplus.gov/genetics/condition/x-linked-chondrodysplasia-punctata-1,extracted,article,200,OK
291,https://medlineplus.gov/genetics/condition/nearsightedness,extracted,article,200,OK
