id,link,status
42,https://medlineplus.gov/genetics/condition/x-linked-congenital-stationary-night-blindness/,yet
43,https://medlineplus.gov/genetics/condition/amish-lethal-microcephaly/,yet
44,https://medlineplus.gov/genetics/condition/carpenter-syndrome/,yet
45,https://medlineplus.gov/genetics/condition/malignant-hyperthermia/,yet
46,https://medlineplus.gov/genetics/condition/stxbp1-encephalopathy/,yet
47,https://medlineplus.gov/genetics/condition/otulipenia/,yet
48,https://www.ncbi.nlm.nih.gov/books/NBK545302/,yet
49,https://medlineplus.gov/genetics/condition/peters-plus-syndrome/,yet
50,https://medlineplus.gov/genetics/condition/choroideremia/,yet
51,https://medlineplus.gov/genetics/condition/cerebral-folate-transport-deficiency/,yet
52,https://medlineplus.gov/genetics/condition/fibromyalgia/,yet
53,https://medlineplus.gov/genetics/condition/congenital-anomalies-of-kidney-an,yet
54,https://medlineplus.gov/genetics/condition/familial-mediterranean-fever/,yet
55,https://medlineplus.gov/genetics/condition/primary-macronodular-adrenal-hyp,yet
56,https://medlineplus.gov/genetics/condition/factor-xiii-deficiency/,yet
57,https://pmc.ncbi.nlm.nih.gov/articles/PMC12268107/,yet
58,https://www.ncbi.nlm.nih.gov/books/NBK613517/,yet
59,https://medlineplus.gov/genetics/condition/progressive-familial-intrahepatic-ch,yet
60,https://medlineplus.gov/genetics/condition/attention-deficit-hyperactivity-disorder/,yet
61,chatgpt.co,yet
62,https://pmc.ncbi.nlm.nih.gov/articles/PMC6499608/,yet
63,https://www.cdc.gov/birth-defects/about/down-syndrome.html,yet
64,https://medlineplus.gov/genetics/condition/lamellar-ichthyosis/,yet
65,https://medlineplus.gov/genetics/condition/satb2-associated-syndrome/,yet
66,https://medlineplus.gov/genetics/condition/triple-a-syndrome/,yet
67,https://pmc.ncbi.nlm.nih.gov/articles/PMC12385717/,yet
68,https://medlineplus.gov/genetics/condition/winchester-syndrome/,yet
69,https://medlineplus.gov/genetics/condition/bowen-conradi-syndrome/,yet
70,https://medlineplus.gov/genetics/condition/spinocerebellar-ataxia-type-3/,yet
71,https://medlineplus.gov/genetics/condition/leukoencephalopathy-with-brainste,yet
72,https://medlineplus.gov/genetics/condition/prekallikrein-deficiency/,yet
73,https://medlineplus.gov/genetics/condition/leber-hereditary-optic-neuropathy/,yet
74,https://medlineplus.gov/genetics/condition/cantu-syndrome/,yet
75,https://medlineplus.gov/genetics/condition/guillain-barre-syndrome/,yet
76,https://pmc.ncbi.nlm.nih.gov/articles/PMC10604877/,yet
77,https://www.genome.gov/genetics-glossary/Chromosome,yet
78,https://medlineplus.gov/genetics/condition/22q112-duplication/,yet
79,https://medlineplus.gov/genetics/condition/adult-onset-leukoencephalopathy-with-axonal-spheroids-and-pigmented-glia/,yet
80,https://medlineplus.gov/genetics/condition/chmp2b-related-frontotemporal-dementia/,yet
81,https://pmc.ncbi.nlm.nih.gov/articles/PMC3150013/,yet
82,https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-49/,yet
83,https://medlineplus.gov/genetics/condition/isolated-hyperckemia/,yet
84,https://medlineplus.gov/genetics/condition/x-linked-cardiac-valvular-dysplasia/,yet
85,https://medlineplus.gov/genetics/condition/brain-lung-thyroid-syndrome/,yet
86,https://medlineplus.gov/genetics/condition/hirschsprung-disease/,yet
87,https://medlineplus.gov/genetics/condition/weill-marchesani-syndrome/,yet
88,https://medlineplus.gov/genetics/condition/cerebral-autosomal-recessive-arteriopathy-with-subcortical-infarcts-and-leukoencephalopathy/,yet
89,https://medlineplus.gov/genetics/condition/leprosy/,yet
90,https://medlineplus.gov/genetics/condition/childhood-myocerebrohepatopathy,yet
91,https://medlineplus.gov/genetics/condition/oculofaciocardiodental-syndrome/,yet
92,https://www.ncbi.nlm.nih.gov/books/NBK519542/,yet
93,https://medlineplus.gov/genetics/condition/rnase-t2-deficient-leukoencephalo,yet
94,https://medlineplus.gov/genetics/condition/progressive-osseous-heteroplasia/,yet
95,https://medlineplus.gov/genetics/condition/nonsyndromic-aplasia-cutis-conge,yet
96,https://medlineplus.gov/genetics/condition/thanatophoric-dysplasia/,yet
97,https://medlineplus.gov/genetics/condition/mpv17-related-hepatocerebral-mitochondrial-dna-depletion-syndrome/,yet
98,https://medlineplus.gov/genetics/condition/rotor-syndrome/,yet
99,https://pmc.ncbi.nlm.nih.gov/articles/PMC8311836/,yet
100,https://medlineplus.gov/genetics/condition/complement-component-8-deficien,yet
101,https://medlineplus.gov/genetics/condition/t-cell-immunodeficiency-congenital-alopecia-and-nail-dystrophy/,yet
102,https://medlineplus.gov/genetics/condition/majeed-syndrome/,yet
103,https://medlineplus.gov/genetics/condition/hennekam-syndrome/,yet
104,https://medlineplus.gov/genetics/condition/adenylosuccinate-lyase-deficiency/,yet
105,https://medlineplus.gov/genetics/condition/autosomal-recessive-spastic-ataxia-of-charlevoix-saguenay/,yet
106,https://medlineplus.gov/genetics/condition/slc35a2-congenital-disorder-of-glycosylation/,yet
107,https://medlineplus.gov/genetics/condition/encephalocraniocutaneous-lipomat,yet
108,https://medlineplus.gov/genetics/condition/actin-accumulation-myopathy/,yet
109,https://medlineplus.gov/genetics/condition/autosomal-recessive-hypotrichosis/,yet
110,https://medlineplus.gov/genetics/condition/horner-syndrome/,yet
111,https://medlineplus.gov/genetics/condition/spinocerebellar-ataxia-type-1/,yet
112,https://medlineplus.gov/genetics/condition/distal-18q-deletion-syndrome/,yet
113,https://medlineplus.gov/genetics/condition/x-linked-lissencephaly-with-abnor,yet
114,https://medlineplus.gov/genetics/condition/megalencephalic-leukoencephalopathy-with-subcortical-cysts/,yet
115,https://medlineplus.gov/genetics/condition/dandy-walker-malformation/,yet
116,https://medlineplus.gov/genetics/condition/ghosal-hematodiaphyseal-dysplasi,yet
117,https://medlineplus.gov/genetics/condition/hystrix-like-ichthyosis-with-deafnes,yet
118,https://medlineplus.gov/genetics/condition/trichorhinophalangeal-syndrome-type-ii/,yet
119,https://medlineplus.gov/genetics/condition/branchiootorenal-branchiootic-syndrome/,yet
120,https://medlineplus.gov/genetics/condition/riboflavin-transporter-deficiency-ne,yet
121,https://medlineplus.gov/genetics/condition/glutathione-synthetase-deficiency/,yet
122,https://medlineplus.gov/genetics/condition/leukocyte-adhesion-deficiency-type-1/,yet
123,https://www.genome.gov/about-genomics/fact-sheets/Chromosome-Abnormal,yet
124,https://medlineplus.gov/genetics/condition/parkes-weber-syndrome/,yet
125,https://medlineplus.gov/genetics/condition/giant-congenital-melanocytic-nevu,yet
126,https://pmc.ncbi.nlm.nih.gov/articles/PMC6376866/,yet
127,https://medlineplus.gov/genetics/condition/lymphangioleiomyomatosis/,yet
128,https://medlineplus.gov/genetics/condition/age-related-hearing-loss/,yet
129,https://medlineplus.gov/genetics/condition/chorea-acanthocytosis/,yet
130,https://medlineplus.gov/genetics/condition/branchio-oculo-facial-syndrome/,yet
131,https://medlineplus.gov/genetics/condition/renal-tubular-acidosis-with-deafnes,yet
132,https://medlineplus.gov/genetics/condition/hereditary-hemorrhagic-telangiecta,yet
133,https://medlineplus.gov/genetics/condition/congenital-deafness-with-labyrinthine-aplasia-microtia-and-microdontia/,yet
134,https://medlineplus.gov/genetics/condition/hereditary-hyperekplexia/,yet
135,https://medlineplus.gov/genetics/condition/idiopathic-inflammatory-myopathy/,yet
136,https://medlineplus.gov/genetics/condition/nearsightedness/,yet
137,https://medlineplus.gov/genetics/condition/wagner-syndrome/,yet
138,https://medlineplus.gov/genetics/condition/hermansky-pudlak-syndrome/,yet
139,https://medlineplus.gov/genetics/condition/cartilage-hair-hypoplasia/,yet
140,https://medlineplus.gov/genetics/condition/legg-calve-perthes-disease/,yet
141,https://medlineplus.gov/genetics/condition/congenital-cataracts-facial-dysmor,yet
142,https://medlineplus.gov/genetics/condition/spinal-muscular-atrophy-with-progressive-myoclonic-epilepsy/,yet
143,https://www.ncbi.nlm.nih.gov/books/NBK100664/,yet
144,https://pmc.ncbi.nlm.nih.gov/articles/PMC11005078/,yet
145,https://medlineplus.gov/genetics/condition/dilated-cardiomyopathy-with-ataxia,yet
146,https://medlineplus.gov/genetics/condition/congenital-plasminogen-deficiency/,yet
147,https://medlineplus.gov/genetics/condition/pallister-killian-mosaic-syndrome/,yet
148,https://medlineplus.gov/genetics/condition/paramyotonia-congenita/,yet
149,https://medlineplus.gov/genetics/condition/primary-coenzyme-q10-deficiency/,yet
150,https://medlineplus.gov/genetics/condition/dementia-with-lewy-bodies/,yet
151,https://medlineplus.gov/genetics/condition/fragile-x-syndrome/,yet
152,https://medlineplus.gov/genetics/condition/maternally-inherited-diabetes-and-deafness/,yet
153,https://medlineplus.gov/genetics/condition/lyme-disease/,yet
154,https://medlineplus.gov/genetics/condition/glucose-phosphate-isomerase-defi,yet
155,https://medlineplus.gov/genetics/condition/channelopathy-associated-congeni,yet
156,https://medlineplus.gov/genetics/condition/x-linked-lissencephaly-with-abnormal-genitalia/,yet
157,https://medlineplus.gov/genetics/condition/alzheimers-disease/,yet
158,https://medlineplus.gov/genetics/condition/rab18-deficiency/,yet
159,https://medlineplus.gov/genetics/condition/glucose-phosphate-isomerase-deficiency/,yet
160,https://medlineplus.gov/genetics/condition/glutaric-acidemia-type-ii/,yet
161,https://pmc.ncbi.nlm.nih.gov/articles/PMC6876298/,yet
162,https://medlineplus.gov/genetics/condition/carbonic-anhydrase-va-deficiency/,yet
163,https://medlineplus.gov/genetics/condition/hereditary-multiple-osteochondromas/,yet
164,https://pmc.ncbi.nlm.nih.gov/articles/PMC1768363/,yet
165,https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-4/,yet
166,https://medlineplus.gov/genetics/condition/ohdo-syndrome-say-barber-biesecker-young-simpson-variant/,yet
167,https://medlineplus.gov/genetics/condition/x-linked-chondrodysplasia-punctat,yet
168,https://medlineplus.gov/genetics/condition/stormorken-syndrome/,yet
169,https://medlineplus.gov/genetics/condition/roberts-syndrome/,yet
170,https://medlineplus.gov/genetics/condition/syngap1-related-intellectual-disability/,yet
171,https://pmc.ncbi.nlm.nih.gov/articles/PMC10550807/,yet
172,https://medlineplus.gov/genetics/condition/x-linked-thrombocytopenia/,yet
173,https://medlineplus.gov/genetics/condition/rnase-t2-deficient-leukoencephalopathy/,yet
174,https://medlineplus.gov/genetics/condition/beta-propeller-protein-associated-n,yet
175,https://medlineplus.gov/genetics/condition/fbxl4-related-encephalomyopathic-,yet
176,https://medlineplus.gov/genetics/condition/distal-myopathy-2/,yet
177,https://medlineplus.gov/genetics/condition/ornithine-translocase-deficiency/,yet
178,https://medlineplus.gov/genetics/condition/gne-myopathy/,yet
179,https://pmc.ncbi.nlm.nih.gov/articles/PMC9544208/,yet
180,https://medlineplus.gov/genetics/condition/essential-pentosuria/,yet
181,https://pmc.ncbi.nlm.nih.gov/articles/PMC11187779/,yet
182,https://medlineplus.gov/genetics/condition/combined-malonic-and-methylmalo,yet
183,https://medlineplus.gov/genetics/condition/pseudohypoaldosteronism-type-1/,yet
184,https://medlineplus.gov/genetics/condition/nonketotic-hyperglycinemia/,yet
185,https://www.ncbi.nlm.nih.gov/books/NBK556151/,yet
186,https://medlineplus.gov/genetics/condition/spondyloepiphyseal-dysplasia-con,yet
187,https://www.ncbi.nlm.nih.gov/books/NBK595821/,yet
188,https://medlineplus.gov/genetics/condition/megalencephalic-leukoencephalop,yet
189,https://www.ncbi.nlm.nih.gov/books/NBK1459/,yet
190,https://medlineplus.gov/genetics/condition/oculodentodigital-dysplasia/,yet
191,https://medlineplus.gov/genetics/condition/maturity-onset-diabetes-of-the-young/,yet
192,https://medlineplus.gov/genetics/condition/beta-mannosidosis/,yet
193,https://medlineplus.gov/genetics/condition/hidradenitis-suppurativa/,yet
194,https://www.ncbi.nlm.nih.gov/books/NBK541032/,yet
195,https://medlineplus.gov/genetics/condition/keratitis-ichthyosis-deafness-syndrome/,yet
196,https://medlineplus.gov/genetics/condition/nephronophthisis/,yet
197,https://medlineplus.gov/genetics/condition/foxp2-related-speech-and-languag,yet
198,https://medlineplus.gov/genetics/condition/catecholaminergic-polymorphic-ventricular-tachycardia/,yet
199,https://medlineplus.gov/genetics/condition/coats-plus-syndrome/,yet
200,https://medlineplus.gov/genetics/condition/kaufman-oculocerebrofacial-syndr,yet
201,https://medlineplus.gov/genetics/condition/microcephalic-osteodysplastic-primordial-dwarfism-type-ii/,yet
202,https://medlineplus.gov/genetics/condition/facioscapulohumeral-muscular-dys,yet
203,https://medlineplus.gov/genetics/condition/familial-acute-myeloid-leukemia-wit,yet
204,https://medlineplus.gov/genetics/condition/trichothiodystrophy/,yet
205,https://medlineplus.gov/genetics/condition/hypermanganesemia-with-dystonia,yet
206,https://medlineplus.gov/genetics/condition/kabuki-syndrome/,yet
207,https://medlineplus.gov/genetics/condition/autoimmune-polyendocrinopathy-candidiasis-ectodermal-dystrophy/,yet
208,https://medlineplus.gov/genetics/condition/autosomal-dominant-cerebellar-ata,yet
209,https://medlineplus.gov/genetics/condition/thiopurine-s-methyltransferase-defi,yet
210,https://medlineplus.gov/genetics/condition/poikiloderma-with-neutropenia/,yet
211,https://www.ninds.nih.gov/health-information/disorders/ataxia-telangiectasia,yet
212,https://medlineplus.gov/genetics/condition/frontotemporal-dementia-with-parkinsonism-17/,yet
213,https://medlineplus.gov/genetics/condition/thrombocytopenia-absent-radius-s,yet
214,https://medlineplus.gov/genetics/condition/congenital-contractural-arachnoda,yet
215,https://medlineplus.gov/genetics/condition/nonsyndromic-congenital-nail-disorder-10/,yet
216,https://medlineplus.gov/genetics/condition/lennox-gastaut-syndrome/,yet
217,https://medlineplus.gov/genetics/condition/coffin-lowry-syndrome/,yet
218,https://medlineplus.gov/genetics/condition/pallister-hall-syndrome/,yet
219,https://medlineplus.gov/genetics/condition/adnp-syndrome/,yet
220,https://pmc.ncbi.nlm.nih.gov/articles/PMC6698309/,yet
221,https://medlineplus.gov/genetics/condition/lesch-nyhan-syndrome/,yet
222,https://medlineplus.gov/genetics/condition/meige-disease/,yet
223,https://medlineplus.gov/genetics/condition/acute-necrotizing-encephalopathy-,yet
224,https://medlineplus.gov/genetics/condition/infantile-onset-ascending-hereditary-spastic-paralysis/,yet
225,https://medlineplus.gov/genetics/condition/generalized-arterial-calcification-of-infancy/,yet
226,https://medlineplus.gov/genetics/condition/leri-weill-dyschondrosteosis/,yet
227,https://medlineplus.gov/genetics/condition/juvenile-primary-lateral-sclerosis/,yet
228,https://medlineplus.gov/genetics/condition/congenital-mirror-movement-disorder/,yet
229,https://medlineplus.gov/genetics/condition/atelosteogenesis-type-1/,yet
230,https://medlineplus.gov/genetics/condition/hereditary-paraganglioma-pheochr,yet
231,https://medlineplus.gov/genetics/condition/keratoconus/,yet
232,https://medlineplus.gov/genetics/condition/mucolipidosis-type-iv/,yet
233,https://medlineplus.gov/genetics/condition/small-fiber-neuropathy/,yet
234,https://medlineplus.gov/genetics/condition/anophthalmia-microphthalmia-eso,yet
235,https://medlineplus.gov/genetics/condition/marfan-syndrome/,yet
236,https://medlineplus.gov/genetics/condition/hereditary-spherocytosis/,yet
237,https://pmc.ncbi.nlm.nih.gov/articles/PMC7812771/,yet
238,https://pmc.ncbi.nlm.nih.gov/articles/PMC9836924/,yet
239,https://medlineplus.gov/genetics/condition/galactosialidosis/,yet
240,https://medlineplus.gov/genetics/condition/3-hydroxyacyl-coa-dehydrogenase,yet
241,https://pmc.ncbi.nlm.nih.gov/articles/PMC4733813/,yet
242,https://medlineplus.gov/genetics/condition/ellis-van-creveld-syndrome/,yet
243,https://medlineplus.gov/genetics/condition/carpal-tunnel-syndrome/,yet
244,https://medlineplus.gov/genetics/condition/med13l-syndrome/,yet
245,https://medlineplus.gov/genetics/condition/koolen-de-vries-syndrome/,yet
246,https://medlineplus.gov/genetics/condition/miyoshi-myopathy/,yet
247,https://medlineplus.gov/genetics/condition/glycoprotein-vi-deficiency/,yet
248,https://medlineplus.gov/genetics/condition/white-sponge-nevus/\,yet
249,https://www.genome.gov/about-genomics/fact-sheets/Chromosome-Abnormalities-Fact-Sheet,yet
250,https://medlineplus.gov/genetics/condition/hartnup-disease/,yet
251,https://medlineplus.gov/genetics/condition/aarskog-scott-syndrome/,yet
252,https://www.ncbi.nlm.nih.gov/books/NBK557691/,yet
253,https://medlineplus.gov/genetics/condition/hereditary-cerebral-amyloid-angiop,yet
254,https://medlineplus.gov/genetics/condition/hypermethioninemia/,yet
255,https://www.ncbi.nlm.nih.gov/books/NBK99494/,yet
256,https://medlineplus.gov/genetics/condition/uncombable-hair-syndrome/,yet
257,https://medlineplus.gov/genetics/condition/snijders-blok-campeau-syndrome/,yet
258,https://medlineplus.gov/genetics/condition/dentatorubral-pallidoluysian-atrophy/,yet
259,https://medlineplus.gov/genetics/condition/acute-promyelocytic-leukemia/,yet
260,https://www.cdc.gov/birth-defects/about/anophthalmia-microphthalmia.html,yet
261,https://medlineplus.gov/genetics/condition/hereditary-leiomyomatosis-and-ren,yet
262,https://medlineplus.gov/genetics/condition/narcolepsy/,yet
263,https://medlineplus.gov/genetics/condition/mckusick-kaufman-syndrome/,yet
264,https://medlineplus.gov/genetics/condition/mitochondrial-complex-v-deficienc,yet
265,https://medlineplus.gov/genetics/condition/pelizaeus-merzbacher-like-disease,yet
266,https://medlineplus.gov/genetics/condition/generalized-pustular-psoriasis/,yet
267,https://medlineplus.gov/genetics/condition/refsum-disease/,yet
268,https://www.ncbi.nlm.nih.gov/books/NBK1437/,yet
269,https://medlineplus.gov/genetics/condition/cln8-disease/,yet
270,https://medlineplus.gov/genetics/condition/suclg1-related-mitochondrial-dna-d,yet
271,https://medlineplus.gov/genetics/condition/donnai-barrow-syndrome/,yet
272,https://medlineplus.gov/genetics/condition/aromatic-l-amino-acid-decarboxyla,yet
273,https://medlineplus.gov/genetics/condition/craniofacial-microsomia/,yet
274,https://medlineplus.gov/genetics/condition/donohue-syndrome/,yet
275,https://pmc.ncbi.nlm.nih.gov/articles/PMC6671929/,yet
276,https://medlineplus.gov/genetics/condition/early-onset-myopathy-with-fatal-ca,yet
277,https://pmc.ncbi.nlm.nih.gov/articles/PMC3525289/,yet
278,https://www.ncbi.nlm.nih.gov/books/NBK557467/,yet
279,https://medlineplus.gov/genetics/condition/autosomal-dominant-sleep-related-,yet
280,https://pmc.ncbi.nlm.nih.gov/articles/PMC12427558/,yet
281,https://medlineplus.gov/genetics/condition/thiopurine-s-methyltransferase-deficiency/,yet
282,https://medlineplus.gov/genetics/condition/otospondylomegaepiphyseal-dyspl,yet
283,https://medlineplus.gov/genetics/condition/romano-ward-syndrome/,yet
284,https://medlineplus.gov/genetics/condition/simpson-golabi-behmel-syndrome/,yet
285,https://medlineplus.gov/genetics/condition/giant-congenital-melanocytic-nevus/,yet
286,https://medlineplus.gov/genetics/condition/mycosis-fungoides/,yet
287,https://medlineplus.gov/genetics/condition/pfeiffer-syndrome/,yet
288,https://medlineplus.gov/genetics/condition/wiskott-aldrich-syndrome/,yet
289,https://medlineplus.gov/genetics/condition/perrault-syndrome/,yet
290,https://medlineplus.gov/genetics/condition/lysinuric-protein-intolerance/,yet
291,https://medlineplus.gov/genetics/condition/warfarin-resistance/,yet
292,https://medlineplus.gov/genetics/condition/sting-associated-vasculopathy-with-onset-in-infancy/,yet
293,https://medlineplus.gov/genetics/condition/rabson-mendenhall-syndrome/,yet
294,https://www.ncbi.nlm.nih.gov/books/NBK1249/,yet
295,https://medlineplus.gov/genetics/condition/hyperparathyroidism-jaw-tumor-sy,yet
296,https://medlineplus.gov/genetics/condition/hereditary-fibrosing-poikiloderma-,yet
297,https://medlineplus.gov/genetics/condition/hereditary-angiopathy-with-nephropathy-aneurysms-and-muscle-cramps-syndrome/,yet
298,https://medlineplus.gov/genetics/condition/blepharophimosis-ptosis-and-epicanthus-inversus-syndrome/,yet
299,https://www.ncbi.nlm.nih.gov/books/NBK1333/,yet
300,https://pmc.ncbi.nlm.nih.gov/articles/PMC7469861/,yet
301,https://medlineplus.gov/genetics/condition/dicer1-syndrome/,yet
302,https://medlineplus.gov/genetics/condition/familial-candidiasis/,yet
303,https://medlineplus.gov/genetics/condition/cockayne-syndrome/,yet
304,https://medlineplus.gov/genetics/condition/sturge-weber-syndrome/,yet
305,https://medlineplus.gov/genetics/condition/peters-anomaly/,yet
306,https://medlineplus.gov/genetics/condition/partington-syndrome/,yet
307,https://medlineplus.gov/genetics/condition/nail-patella-syndrome/,yet
308,https://medlineplus.gov/genetics/condition/microphthalmia-with-linear-skin-def,yet
309,https://medlineplus.gov/genetics/condition/autosomal-dominant-vitreoretinoch,yet
310,https://medlineplus.gov/genetics/condition/6q24-related-transient-neonatal-diabetes-mellitus/,yet
311,https://www.ncbi.nlm.nih.gov/books/NBK570597/,yet
312,https://medlineplus.gov/genetics/condition/congenital-sucrase-isomaltase-defi,yet
313,https://medlineplus.gov/genetics/condition/x-linked-sideroblastic-anemia-and-ataxia/,yet
314,https://medlineplus.gov/genetics/condition/x-linked-immunodeficiency-with-magnesium-defect-epstein-barr-virus-infection-and-neoplasia/,yet
315,https://medlineplus.gov/genetics/condition/kniest-dysplasia/,yet
316,https://medlineplus.gov/genetics/condition/hereditary-neuropathy-with-liability-,yet
317,https://medlineplus.gov/genetics/condition/dubin-johnson-syndrome/,yet
318,https://medlineplus.gov/genetics/condition/sucla2-related-mitochondrial-dna-d,yet
319,https://medlineplus.gov/genetics/condition/19p1313-deletion-syndrome/,yet
320,https://medlineplus.gov/genetics/condition/cryopyrin-associated-periodic-synd,yet
321,https://medlineplus.gov/genetics/condition/factor-v-deficiency/,yet
322,https://medlineplus.gov/genetics/condition/fg-syndrome/,yet
323,https://medlineplus.gov/genetics/condition/mpv17-related-hepatocerebral-mit,yet
324,https://medlineplus.gov/genetics/condition/alopecia-areata/,yet
325,https://medlineplus.gov/genetics/condition/megacystis-microcolon-intestinal-h,yet
326,https://medlineplus.gov/genetics/condition/6q24-related-transient-neonatal-di,yet
327,https://medlineplus.gov/genetics/condition/hyperferritinemia-cataract-syndrom,yet
328,https://medlineplus.gov/genetics/condition/hyperphosphatemic-familial-tumor,yet
329,https://medlineplus.gov/genetics/condition/autosomal-recessive-primary-microcephaly/,yet
330,https://medlineplus.gov/genetics/condition/brody-myopathy/,yet
331,https://medlineplus.gov/genetics/condition/collagen-vi-related-myopathy/,yet
332,https://medlineplus.gov/genetics/condition/idiopathic-infantile-hypercalcemia/,yet
333,https://medlineplus.gov/genetics/condition/potassium-aggravated-myotonia/,yet
334,https://medlineplus.gov/genetics/condition/north-american-indian-childhood-ci,yet
335,https://www.ncbi.nlm.nih.gov/books/NBK1433/,yet
336,https://medlineplus.gov/genetics/condition/infantile-onset-spinocerebellar-atax,yet
337,https://medlineplus.gov/genetics/condition/wiedemann-rautenstrauch-syndrome/,yet
338,https://medlineplus.gov/genetics/condition/critical-congenital-heart-disease/,yet
339,https://medlineplus.gov/genetics/condition/kallmann-syndrome/,yet
340,https://medlineplus.gov/genetics/condition/snyder-robinson-syndrome/,yet
341,https://medlineplus.gov/genetics/condition/mucopolysaccharidosis-type-vi/,yet
342,https://pmc.ncbi.nlm.nih.gov/articles/PMC4306042/,yet
343,https://www.ncbi.nlm.nih.gov/books/NBK3822/,yet
344,https://medlineplus.gov/genetics/condition/mucopolysaccharidosis-type-ii/,yet
345,https://medlineplus.gov/genetics/condition/gaba-transaminase-deficiency/,yet
346,https://www.ncbi.nlm.nih.gov/books/NBK513253/,yet
347,https://www.ncbi.nlm.nih.gov/books/NBK526016/,yet
348,https://www.ncbi.nlm.nih.gov/books/NBK99167/,yet
349,https://medlineplus.gov/genetics/condition/progressive-supranuclear-palsy/,yet
350,https://medlineplus.gov/genetics/condition/suclg1-related-mitochondrial-dna-depletion-syndrome/,yet
351,https://pmc.ncbi.nlm.nih.gov/articles/PMC7203651/,yet
352,https://medlineplus.gov/genetics/condition/hyperlysinemia/,yet
353,https://medlineplus.gov/genetics/condition/fukuyama-congenital-muscular-dys,yet
354,https://medlineplus.gov/genetics/condition/prickle1-related-progressive-myocl,yet
355,https://medlineplus.gov/genetics/condition/otopalatodigital-syndrome-type-2/,yet
356,https://pmc.ncbi.nlm.nih.gov/articles/PMC9082376/,yet
357,https://medlineplus.gov/genetics/condition/autosomal-dominant-congenital-stationary-night-blindness/,yet
358,https://medlineplus.gov/genetics/condition/hailey-hailey-disease/,yet
359,https://medlineplus.gov/genetics/condition/spondylothoracic-dysostosis/,yet
360,https://medlineplus.gov/genetics/condition/diamond-blackfan-anemia/,yet
361,https://medlineplus.gov/genetics/condition/chediak-higashi-syndrome/,yet
